Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply,Reason of Out-of-Scope Sales treatment
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 19.12°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 3.35°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 3.18°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 9.87°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000889,9/23/2024,9/1/2024,9/30/2024,"7,056.52",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.100 M/2PLCF23-2544,
01 Invoice,111111111111111,ABC LTD.,IN5H0000889,9/23/2024,9/1/2024,9/30/2024,"4,672.80",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.060 M/2PLCF23-2545,
01 Invoice,111111111111111,ABC LTD.,IN5H0000889,9/23/2024,9/1/2024,9/30/2024,"2,368.08",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.060 M/2PLCF23-2545,
01 Invoice,111111111111111,ABC LTD.,IN70001909,9/23/2024,9/1/2024,9/30/2024,"19,419.25",-,ARCE,10030XXXXX00003,SCRAPPILES-AU20,
01 Invoice,111111111111111,ABC LTD.,IN5H0000889,9/23/2024,9/1/2024,9/30/2024,"1,188.00",-,NAHE,10411XXXXX00003,COATED PIPE 1016.00X07.92 MMX12.00 M/PIONEER,
01 Invoice,111111111111111,ABC LTD.,IN20012203,9/24/2024,9/1/2024,9/30/2024,"29,987.50",-,SCRA,10035XXXXX00003,SCRAPPILES-AU20,
01 Invoice,111111111111111,ABC LTD.,IN20012212,9/24/2024,9/1/2024,9/30/2024,"10,810.92",-,ABJ,XXXXX,BQ PLATE 2.50X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012212,9/24/2024,9/1/2024,9/30/2024,"5,405.48",-,ABJ,XXXXX,BQ PLATE 2.50X06.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012211,9/24/2024,9/1/2024,9/30/2024,"4,370.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X08.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012211,9/24/2024,9/1/2024,9/30/2024,"3,278.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012205,9/24/2024,9/1/2024,9/30/2024,"38,394.08",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN20012206,9/24/2024,9/1/2024,9/30/2024,"38,394.08",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN20012207,9/24/2024,9/1/2024,9/30/2024,"78,011.69",-,ARCE,10030XXXXX00003,PYLON-BG0038,
01 Invoice,111111111111111,ABC LTD.,TI20000265,9/25/2024,9/1/2024,9/30/2024,436.73,-,ARCE,XXXXX,ROUND BAR 020 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012216,9/25/2024,9/1/2024,9/30/2024,"39,609.85",-,ARCE,XXXXX,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,TI20000264,9/25/2024,9/1/2024,9/30/2024,"4,956.77",-,ARCE,XXXXX,HR PLATE 2.00X06.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012220,9/25/2024,9/1/2024,9/30/2024,"4,718.23",-,ARCE,10030XXXXX00003,TRI ANGLUAR PLATE 0.475X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012220,9/25/2024,9/1/2024,9/30/2024,"3,145.49",-,ARCE,10030XXXXX00003,TRI ANGLUAR PLATE 0.475X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012220,9/25/2024,9/1/2024,9/30/2024,"3,145.49",-,ARCE,10030XXXXX00003,TRI ANGLUAR PLATE 0.475X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012220,9/25/2024,9/1/2024,9/30/2024,"2,830.94",-,ARCE,10030XXXXX00003,TRI ANGLUAR PLATE 0.475X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012216,9/25/2024,9/1/2024,9/30/2024,"11,045.21",-,ARCE,XXXXX,MS PLATE 2.00X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012216,9/25/2024,9/1/2024,9/30/2024,"20,740.48",-,ARCE,XXXXX,BQ PLATE 2.50X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012220,9/25/2024,9/1/2024,9/30/2024,"4,792.90",-,ARCE,10030XXXXX00003,TRI ANGULAR PLATE 0.555X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012208,9/25/2024,9/1/2024,9/30/2024,"1,176,008.98",-,ARCE,10030XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X18.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012217,9/25/2024,9/1/2024,9/30/2024,444.96,-,ARCE,XXXXX,HEA 100X016.70 KG/MX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012210,9/25/2024,9/1/2024,9/30/2024,"26,940.60",-,ARCE,10030XXXXX00003,ALUMINIZED COIL 01.00X1000,
01 Invoice,111111111111111,ABC LTD.,IN20012210,9/25/2024,9/1/2024,9/30/2024,"26,968.04",-,ARCE,10030XXXXX00003,ALUMINIZED COIL 00.80X1000,
01 Invoice,111111111111111,ABC LTD.,IN20012215,9/25/2024,9/1/2024,9/30/2024,"4,928.46",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN70001910,9/25/2024,9/1/2024,9/30/2024,"38,963.54",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN70001911,9/25/2024,9/1/2024,9/30/2024,"77,927.08",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN5H0000865,9/25/2024,9/1/2024,9/30/2024,"199,219.79",-,AL R,30005XXXXX10003,COATED PIPE 1016.00X12.70 MMX18.00 M/RTCC,
01 Invoice,111111111111111,ABC LTD.,IN5H0000875,9/25/2024,9/1/2024,9/30/2024,"58,540.20",-,TROU,10028XXXXX00003,COATED PIPE 1422.40X09.53 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000875,9/25/2024,9/1/2024,9/30/2024,"135,560.97",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000890,9/26/2024,9/1/2024,9/30/2024,"62,749.14",-,BRAN,XXXXX,CS FIVE PIECE BEND DN2000 90.00 DEG,
01 Invoice,111111111111111,ABC LTD.,IN5H0000890,9/26/2024,9/1/2024,9/30/2024,"62,749.14",-,BRAN,XXXXX,CS FIVE PIECE BEND DN2000 90.00 DEG,
01 Invoice,111111111111111,ABC LTD.,IN5H0000869,9/26/2024,9/1/2024,9/30/2024,"3,945.00",-,AL A,10032XXXXX00003,Other Income – AM– (E),
01 Invoice,111111111111111,ABC LTD.,IN5H0000872,9/26/2024,9/1/2024,9/30/2024,"7,803.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 09.53MMX1500,
01 Invoice,111111111111111,ABC LTD.,IN5H0000874,9/26/2024,9/1/2024,9/30/2024,"1,350.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 08.74MMx1550,
01 Invoice,111111111111111,ABC LTD.,IN5H0000874,9/26/2024,9/1/2024,9/30/2024,"7,330.50",-,NAV,10044XXXXX00003,HOT ROLL COIL 12.70MMx0765,
01 Invoice,111111111111111,ABC LTD.,IN5H0000874,9/26/2024,9/1/2024,9/30/2024,"10,665.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 12.70MMX1250,
01 Invoice,111111111111111,ABC LTD.,IN5H0000874,9/26/2024,9/1/2024,9/30/2024,"6,264.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 12.70MMX1500,
01 Invoice,111111111111111,ABC LTD.,IN5H0000873,9/26/2024,9/1/2024,9/30/2024,"13,500.00",-,NAV,10044XXXXX00003,HOT ROLL COIL (1013-1017)X(12.00-13.00) MM,
01 Invoice,111111111111111,ABC LTD.,IN5H0000873,9/26/2024,9/1/2024,9/30/2024,"13,095.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 20.00MMX1500,
01 Invoice,111111111111111,ABC LTD.,IN5H0000873,9/26/2024,9/1/2024,9/30/2024,"3,483.00",-,NAV,10044XXXXX00003,HOT ROLL COIL 20.00MMX1500,
01 Invoice,111111111111111,ABC LTD.,IN20012222,9/26/2024,9/1/2024,9/30/2024,"19,866.00",-,SCRA,10035XXXXX00003,PRODUCTION SCRAP,
01 Invoice,111111111111111,ABC LTD.,IN20012218,9/26/2024,9/1/2024,9/30/2024,"4,254,676.41",-,ARCE,10030XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012224,9/26/2024,9/1/2024,9/30/2024,"181,122.56",-,C.D.,XXXXX,FOOT PLATE - BG0044,
01 Invoice,111111111111111,ABC LTD.,IN20012224,9/26/2024,9/1/2024,9/30/2024,"95,136.85",-,C.D.,XXXXX,FOOT PLATE - BG0048,
01 Invoice,111111111111111,ABC LTD.,IN20012226,9/26/2024,9/1/2024,9/30/2024,"19,307.20",-,NASH,10005XXXXX00003,MS PLATE 3.05X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"19,112.09",-,ARCE,10030XXXXX00003,PYLON-BG0038,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"78,020.72",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"78,020.72",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"39,010.36",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"39,010.36",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN70001913,9/26/2024,9/1/2024,9/30/2024,"19,505.18",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN5H0000885,9/26/2024,9/1/2024,9/30/2024,"225,791.21",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000879,9/27/2024,9/1/2024,9/30/2024,244,-,AL A,10032XXXXX00003,Other Income – AM– (E),
01 Invoice,111111111111111,ABC LTD.,IN20012225,9/27/2024,9/1/2024,9/30/2024,"99,428.13",-,LAMP,10023XXXXX00003,"W 0460X280X144.00 KG/M (18X11.00X097) LBSX11.80 M
 item2-12pc",
01 Invoice,111111111111111,ABC LTD.,IN5H0000886,9/27/2024,9/1/2024,9/30/2024,"45,199.48",-,TROU,10028XXXXX00003,COATED PIPE 1828.80X12.70 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000886,9/27/2024,9/1/2024,9/30/2024,"199,559.98",-,TROU,10028XXXXX00003,COATED PIPE 1219.20X09.53 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000870,9/27/2024,9/1/2024,9/30/2024,"68,587.51",-,ARCE,10030XXXXX00003,CSP 2032.00X20.62 MMX11.00 M/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN20012237,9/30/2024,9/1/2024,9/30/2024,582.32,-,ARCE,XXXXX,EQUAL ANGLE 050X050X06.00 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"79,955.32",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X40.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"209,880.73",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X35.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"299,839.06",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"24,986.37",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"61,734.60",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"46,300.95",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"1,457.86",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"235,970.28",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"164,412.64",-,ARCE,XXXXX,UB 762X267X173.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"194,903.72",-,ARCE,XXXXX,UB 762X267X134.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"155,037.05",-,ARCE,XXXXX,UB 762X267X134.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"9,476.09",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"9,476.09",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"9,476.09",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"20,841.66",-,ARCE,XXXXX,UB 356X171X045.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012228,9/30/2024,9/1/2024,9/30/2024,"3,086.73",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012228,9/30/2024,9/1/2024,9/30/2024,"88,078.20",-,ARCE,XXXXX,UB 762X267X173.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012228,9/30/2024,9/1/2024,9/30/2024,"26,577.78",-,ARCE,XXXXX,UB 762X267X134.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"2,279.31",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"19,899.74",-,ARCE,XXXXX,UB 254X146X043.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"15,918.63",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"236,906.67",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"159,870.24",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"78,197.16",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"78,197.16",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"1,872.78",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"1,872.78",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"44,408.40",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"42,187.98",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"9,476.09",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012235,9/30/2024,9/1/2024,9/30/2024,"9,476.09",-,ARCE,XXXXX,UB 254X102X022.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"1,028.91",-,ARCE,XXXXX,UB 254X146X031.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"2,809.17",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"8,427.51",-,ARCE,XXXXX,UB 254X102X028.30 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"44,296.30",-,ARCE,XXXXX,UB 762X267X134.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"4,440.84",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"2,220.42",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012236,9/30/2024,9/1/2024,9/30/2024,"2,220.42",-,ARCE,XXXXX,UB 457X191X067.10 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"5,318.39",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"4,558.62",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"3,039.08",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"4,558.62",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"4,558.62",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012227,9/30/2024,9/1/2024,9/30/2024,"4,558.62",-,ARCE,XXXXX,UC 152X152X023.00 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012223,9/30/2024,9/1/2024,9/30/2024,"6,403.69",-,ARCE,10030XXXXX00003,UPN 100X050X010.60 KG/MX12.0 M,
01 Invoice,111111111111111,ABC LTD.,IN20012233,9/30/2024,9/1/2024,9/30/2024,121.87,-,ARCE,XXXXX,SP 033.40x03.38 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"19,200.86",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"34,690.58",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X35.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"65,343.47",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"460,820.60",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012232,9/30/2024,9/1/2024,9/30/2024,"2,490.84",-,ADYA,10023XXXXX00003,HR PLATE 2.00X06.00X08.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012232,9/30/2024,9/1/2024,9/30/2024,"3,113.55",-,ADYA,10023XXXXX00003,HR PLATE 2.00X06.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"20,419.83",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"8,520.93",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"12,357.30",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X08.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"223,621.76",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"113,042.45",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X12.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"333,744.39",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X16.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"296,063.58",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"302,792.30",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"201,861.53",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"215,318.97",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X40.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"244,586.30",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X50.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012240,9/30/2024,9/1/2024,9/30/2024,"128,900.78",-,NATI,10415XXXXX00003,HR PLATE 2.50X12.00X60.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"14,867.01",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"43,196.97",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"11,518.80",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X12.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"103,163.46",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X50.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"89,202.09",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"148,672.79",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"39,645.81",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X40.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"63,813.80",-,NATI,10415XXXXX00003,HR PLATE 3.00X12.00X08.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"79,955.32",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X40.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"29,983.91",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"24,986.37",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"24,503.80",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"14,400.31",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"9,952.77",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"201,604.38",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"161,290.91",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X12.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"24,778.80",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012239,9/30/2024,9/1/2024,9/30/2024,"267,606.26",-,NATI,10415XXXXX00003,HR PLATE3.00X12.00X30.00 MM,
