Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,AF-837/2024,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"2,683.40",ARAB,10032XXXXX00003,Rental Charges,134.17,134.17,-
01 Invoice,111111111111111,ABC LTD.,636077484,8/25/2024,9/30/2024,9/1/2024,9/30/2024,"40,340.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"2,017.00","2,017.00",-
01 Invoice,111111111111111,ABC LTD.,638000753,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"45,400.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"2,270.00","2,270.00",-
01 Invoice,111111111111111,ABC LTD.,SL-26-2024,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"5,400.00",LIJA,10035XXXXX00003,OTHER SERVICES CHARGES,270,270,-
01 Invoice,111111111111111,ABC LTD.,SL-26-2024,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"2,500.00",LIJA,10035XXXXX00003,OTHER SERVICES CHARGES,125,125,-
01 Invoice,111111111111111,ABC LTD.,638000754,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"31,450.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"1,572.50","1,572.50",-
01 Invoice,111111111111111,ABC LTD.,638000758,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"9,910.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,495.5,495.50,-
01 Invoice,111111111111111,ABC LTD.,638000755,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"45,400.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"2,270.00","2,270.00",-
01 Invoice,111111111111111,ABC LTD.,638000756,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"41,180.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"2,059.00","2,059.00",-
01 Invoice,111111111111111,ABC LTD.,638000759,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"22,210.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"1,110.50","1,110.50",-
01 Invoice,111111111111111,ABC LTD.,4674,9/17/2024,9/30/2024,9/1/2024,9/30/2024,180.00,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,9,9,-
01 Invoice,111111111111111,ABC LTD.,638000760,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"12,620.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,631,631,-
01 Invoice,111111111111111,ABC LTD.,638000757,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"39,700.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,"1,985.00","1,985.00",-
01 Invoice,111111111111111,ABC LTD.,636077690,9/5/2024,9/30/2024,9/1/2024,9/30/2024,"1,530.00",PPG,10006XXXXX00003,SIGMASHIELD 880GF,76.5,76.5,-
01 Invoice,111111111111111,ABC LTD.,GLBL/INV/24-1685,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"3,555.00",GLOB,10007XXXXX00003,SEAL KIT FOR HYD MOTOR MH-500 CB,177.75,177.75,-
01 Invoice,111111111111111,ABC LTD.,2024/13602,9/16/2024,9/30/2024,9/1/2024,9/30/2024,450.00,FAKH,10006XXXXX00003,ANCHOR BOLT 16 X 200,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,405,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"1,340.00",SAAD,10403XXXXX00003,INSTALLATION OF EXHAUST FAN - PIPE MILL,67,67,-
01 Invoice,111111111111111,ABC LTD.,241154,9/7/2024,9/30/2024,9/1/2024,9/30/2024,420.00,FAKH,10006XXXXX00003,SPRAY PAINT WHITE,21,21,-
01 Invoice,111111111111111,ABC LTD.,13416,9/5/2024,9/30/2024,9/1/2024,9/30/2024,521.80,FAKH,10006XXXXX00003,CHECK NUT AG-5,26.09,26.09,-
01 Invoice,111111111111111,ABC LTD.,13386,9/4/2024,9/30/2024,9/1/2024,9/30/2024,"2,962.00",FAKH,10006XXXXX00003,HEX NIPPLE SS 1'' X 1'',148.1,148.1,-
01 Invoice,111111111111111,ABC LTD.,406,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"22,100.00",SAAD,10403XXXXX00003,REPAIR & MAINTENANCE,"1,105.00","1,105.00",-
01 Invoice,111111111111111,ABC LTD.,25024/13360,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"4,069.00",FAKH,10006XXXXX00003,BALL VALVE SS 1'',203.45,203.45,-
01 Invoice,111111111111111,ABC LTD.,1124002551,9/23/2024,9/30/2024,9/1/2024,9/30/2024,-,ATLA,10028XXXXX00003,NEOS CONVERTER UPGRADE GA 75 VSD MK4,-,-,-
01 Invoice,111111111111111,ABC LTD.,R00909,9/14/2024,9/30/2024,9/1/2024,9/30/2024,174.8,PARA,10037XXXXX00003,Port Handling Expenses-(E),8.74,8.74,-
01 Invoice,111111111111111,ABC LTD.,13-1329865,8/13/2024,9/30/2024,9/1/2024,9/30/2024,"14,700.00",FINE,10031XXXXX00003,WELDING MAHINE SINGLE PHASE 200 AMP ESAB,735,735,-
01 Invoice,111111111111111,ABC LTD.,55136,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"5,120.00",CLEA,10033XXXXX00003,DFT GAUGE,256,256,-
01 Invoice,111111111111111,ABC LTD.,DN-107-2-157662-G-V-9-2024,9/19/2024,9/30/2024,9/1/2024,9/30/2024,116.40,UNIO,10025XXXXX00003,Employers Liability - Addition,5.82,5.82,-
01 Invoice,111111111111111,ABC LTD.,ASE2024INV-15406,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"5,450.20",AL S,10045XXXXX00003,OTHER SERVICES CHARGES,272.51,272.51,-
01 Invoice,111111111111111,ABC LTD.,3025,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"94,995.00",MUHA,10039XXXXX00003,Road Base (15c) laying & compaction,"4,749.75","4,749.75",-
01 Invoice,111111111111111,ABC LTD.,ASBC/FAH2024/042,9/9/2024,9/30/2024,9/1/2024,9/30/2024,"2,036.00",ALSU,10058XXXXX00003,OTHER SERVICES CHARGES,101.8,101.8,-
01 Invoice,111111111111111,ABC LTD.,ASBC/FAH2024/039,9/7/2024,9/30/2024,9/1/2024,9/30/2024,"2,200.00",ALSU,10058XXXXX00003,REPAIR & MAINTENANCE,110,110,-
01 Invoice,111111111111111,ABC LTD.,AMT 09-24-1-2024,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"188,653.80",AL M,10037XXXXX00003,130MT CRANE -DAILY,"9,432.69","9,432.69",-
01 Invoice,111111111111111,ABC LTD.,SPMDZ240901437,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"4,195.20",THE,10020XXXXX00003,OIL FILTER P/NO-1524551,209.76,209.76,-
01 Invoice,111111111111111,ABC LTD.,81006209,9/11/2024,9/30/2024,9/1/2024,9/30/2024,"8,200.00",DULS,10051XXXXX00003,"Salaries&Wages - August 2024
 Operations Executive",410,410,-
01 Invoice,111111111111111,ABC LTD.,CM/2024/12265,9/16/2024,9/30/2024,9/1/2024,9/30/2024,"14,000.00",CREA,10054XXXXX00003,LIGHT POLE 15 MTR,700,700,-
01 Invoice,111111111111111,ABC LTD.,13384,9/4/2024,9/30/2024,9/1/2024,9/30/2024,540.00,FAKH,10006XXXXX00003,END MILLCUTTER 3/4'',27,27,-
01 Invoice,111111111111111,ABC LTD.,CAFU/INV-6938/2024,8/31/2024,9/20/2024,9/1/2024,9/30/2024,"9,812.80",CAFU,10054XXXXX00003,"Fuel- Heavy Vehicle/Forklift
 MONTH AUGUST-2024
 DETAILS AS PER ATTACHED SHEETS",490.64,490.64,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/04742,8/2/2024,9/20/2024,9/1/2024,9/30/2024,102.00,STEI,10000XXXXX00003,"Stoage Charges
 ""Storage fees for1.936 tons, 1 coils for 2 days
 (1.936 tons x2days x AED 0.5/day) = 1.94
 handling charges noting that the amount of invoicing is AED 100 per deliveryg=100.00
 Total =101.94""",5.1,5.1,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/04892,8/6/2024,9/20/2024,9/1/2024,9/30/2024,106.00,STEI,10000XXXXX00003,"Stoage Charges
 ""Storage fees for2.006tons, 1 coils for 6 days
 (2.006tons x6days x AED 0.5/day) = 6.02
 handling charges noting that the amount of invoicing is AED 100 per deliveryg=100.00
 Total =106.02""",5.3,5.3,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/05431,8/30/2024,9/20/2024,9/1/2024,9/30/2024,800,STEI,10000XXXXX00003,"Stoage Charges
 ""Handling/offloading of 2 container, incoming shipment 
 25.260 MT net weight / 53.118 MT Gross weight 
 (300/container x 2 ) + 200/per shipment = 800
 PO20017049""",40,40,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/05357,8/30/2024,9/20/2024,9/1/2024,9/30/2024,610.00,STEI,10000XXXXX00003,"Stoage Charges
 ""Storage fees for7.760 tons,4 coils for 30 days
 (4.01tons x30 days x AED 0.5/day) = 60.15
 Inwarehouse Container Charges = 300
 Lashing Dunnage Charges for Stuffing = 250
 Total = 610.18""",30.5,30.5,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/05454,8/28/2024,9/20/2024,9/1/2024,9/30/2024,100,STEI,10000XXXXX00003,"""Storage fees for5.768tons, 3 coils for 28 days
 (5.768tons x28days x AED 0.5/day) = 0 ( Free Period for New material) 
 handling charges noting that the amount of invoicing is AED 100 per deliveryg=100
 Total =100""",5,5,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/05485,8/31/2024,9/20/2024,9/1/2024,9/30/2024,"1,600.20",STEI,10000XXXXX00003,"Stoage Charges
 ""Storage fees for 101341tons for July 2024 
 (103.10 tons x 31 days x AED 0.5/day)= AED 1600
 """,80.01,80.01,-
01 Invoice,111111111111111,ABC LTD.,2175746,8/30/2024,9/23/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,"Visa Charges-(E)
 Abu Surendran QATAR Visa",10,10,-
01 Invoice,111111111111111,ABC LTD.,2175747,8/30/2024,9/23/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,"Visa Charges-(E)
 Bala Iyer QATAR visa",10,10,-
01 Invoice,111111111111111,ABC LTD.,1613/2024,9/12/2024,9/25/2024,9/1/2024,9/30/2024,"2,075.00",NEXU,10033XXXXX00003,"Sales Promotion Expenses
 SAUDI INFRA STRUCTURE, 2024, RIYADH, KSA
 Stand Area 6m x 3m = 18 SQM Shell Scheme
 REF Number: - NEX/ARC/662/2024 REV
 REF Date: - 10/09/2024
 
 Payment Terms:
 · 50% - Advance with the PO. (AED 2,178.75)",103.75,103.75,-
01 Invoice,111111111111111,ABC LTD.,1613/2024,9/12/2024,9/25/2024,9/1/2024,9/30/2024,"2,075.00",NEXU,10033XXXXX00003,"Sales Promotion Expenses
 SAUDI INFRA STRUCTURE, 2024, RIYADH, KSA
 Stand Area 6m x 3m = 18 SQM Shell Scheme
 REF Number: - NEX/ARC/662/2024 REV
 REF Date: - 10/09/2024
 
 Payment Terms:
 · 50% - Advance with the PO. (AED 2,178.75)",103.75,103.75,-
01 Invoice,111111111111111,ABC LTD.,WINH240906574,9/12/2024,9/25/2024,9/1/2024,9/30/2024,"3,663.00",THE,10020XXXXX00003,"FLUX-CORED GAS-SHIELDED WIRE E71T-1C, DIA 1.2MM",183.15,183.15,-
01 Invoice,111111111111111,ABC LTD.,13-1329807,9/13/2024,9/25/2024,9/1/2024,9/30/2024,900,FINE,10031XXXXX00003,"MITUTOYO DIGITAL CALIPER WITH CALIBRATION CERTIFICATE
 Mitutoyo-500-16-30 (0-6”)",45,45,-
01 Invoice,111111111111111,ABC LTD.,24081548,8/31/2024,9/25/2024,9/1/2024,9/30/2024,"1,065.00",SKY,10035XXXXX00003,"Courier Services
 AUGUST 2024",53.25,53.25,-
01 Invoice,111111111111111,ABC LTD.,DICSI124091262,9/6/2024,9/25/2024,9/1/2024,9/30/2024,"1,393.00",DHOF,10004XXXXX00003,Sanitary maintenance,69.65,69.65,-
01 Invoice,111111111111111,ABC LTD.,DICSI124091262,9/6/2024,9/25/2024,9/1/2024,9/30/2024,"1,392.80",DHOF,10004XXXXX00003,Sanitary maintenance,69.64,69.64,-
01 Invoice,111111111111111,ABC LTD.,KCT-INV-SEP-24-004-05,9/5/2024,9/25/2024,9/1/2024,9/30/2024,"86,400.00",KING,10002XXXXX00001,Fabrication/Cutting Charges-cdc,"4,320.00","4,320.00",-
01 Invoice,111111111111111,ABC LTD.,KCT-INV-SEP-24-004-06,9/17/2024,9/25/2024,9/1/2024,9/30/2024,"222,796.40",KING,10002XXXXX00001,Fabrication/Cutting Charges-cdc,"11,139.82","11,139.82",-
01 Invoice,111111111111111,ABC LTD.,3757/2024,9/24/2024,9/26/2024,9/1/2024,9/30/2024,"4,380.00",PRES,10056XXXXX00003,ROUND BAR 030 MMX06.00 M,219,219,-
01 Invoice,111111111111111,ABC LTD.,90256225,9/11/2024,9/26/2024,9/1/2024,9/30/2024,"99,653.20",EMIR,10004XXXXX00003,HEB 340X134.00 KG/MX10.00 M,"4,982.66","4,982.66",-
01 Invoice,111111111111111,ABC LTD.,90256226,9/11/2024,9/26/2024,9/1/2024,9/30/2024,"103,728.40",EMIR,10004XXXXX00003,HEB 340X134.00 KG/MX12.00 M,"5,186.42","5,186.42",-
01 Invoice,111111111111111,ABC LTD.,90256343,9/12/2024,9/26/2024,9/1/2024,9/30/2024,"105,765.20",EMIR,10004XXXXX00003,HEB 340X134.00 KG/MX12.00 M,"5,288.26","5,288.26",-
01 Invoice,111111111111111,ABC LTD.,90256294,9/11/2024,9/26/2024,9/1/2024,9/30/2024,"110,725.80",EMIR,10004XXXXX00003,HEB 340X134.00 KG/MX10.00 M,"5,536.29","5,536.29",-
01 Invoice,111111111111111,ABC LTD.,66918,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"1,750.00",AHMA,10029XXXXX00003,"Transportation
 INV # 66918
 EBS DIP TO AMDSTC - LOW BED
 LIBERIA PROJECT",87.5,87.5,-
01 Invoice,111111111111111,ABC LTD.,348225,9/9/2024,9/30/2024,9/1/2024,9/30/2024,"12,200.00",UNES,10003XXXXX00003,VICTOR PUG CUTTING MACHINE WITH RAIL,610,610,-
01 Invoice,111111111111111,ABC LTD.,RI 24023667,9/6/2024,9/30/2024,9/1/2024,9/30/2024,"15,000.00",BURE,10001XXXXX00003,"Testing-Third Party Inspection carried out at EBS DIP
 INV No.: RI 24023667 Invoice dated 6/9/2024",750,750,-
01 Invoice,111111111111111,ABC LTD.,RI 24023668,9/6/2024,9/30/2024,9/1/2024,9/30/2024,"15,000.00",BURE,10001XXXXX00003,"Testing-Third Party Inspection carried out at Fabtech Int'l
 INV No.: RI 24023668 Invoice dated 6/9/2024",750,750,-
01 Invoice,111111111111111,ABC LTD.,2180-32-000004758,8/26/2024,9/30/2024,9/1/2024,9/30/2024,"8,000.00",ENSU,10024XXXXX00003,"IT Expenses
 Costing for Resident Engineer for ICT support excluding spares for One month
 11 August to 10 September 2024",400,400,-
01 Invoice,111111111111111,ABC LTD.,652408601316,8/30/2024,9/30/2024,9/1/2024,9/30/2024,217.00,GULF,10022XXXXX00003,"Office Expenses
 Contract base rate charge for this billing period
 Contract overage charge for the 1 August 2024 to 31 August 2024 overage period",10.85,10.85,-
01 Invoice,111111111111111,ABC LTD.,94DN4098224,9/18/2024,9/30/2024,9/1/2024,9/30/2024,"24,211.00",GULF,10029XXXXX00003,"All Risk Insurance
 CATEGORY COMPREHENSIVE GENERAL LIABILITY
 POLICY NO.21/PC/30928/0/2
 POLICY PERIOD FROM 01/07/2024 TO 30/06/2025
 REMARKS Renewal 2024","1,210.55","1,210.55",-
01 Invoice,111111111111111,ABC LTD.,694711,9/4/2024,9/30/2024,9/1/2024,9/30/2024,105,GRAN,10024XXXXX00003,Stationary,5.25,5.25,-
01 Invoice,111111111111111,ABC LTD.,1185,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"9,600.00",AMAN,10043XXXXX00003,"Travel
 Hired charge of the 14 Seat bus with driver for pick up and drop only . Basis on monthly agreed rate 6,600AED monthly .
 For the month of September 2024",480,480,-
01 Invoice,111111111111111,ABC LTD.,M24A5578,9/16/2024,9/30/2024,9/1/2024,9/30/2024,"6,695.00",M E,10026XXXXX00003,"3M CUBITRON 3 FIBER DISC 1182C, 115X22",334.75,334.75,-
01 Invoice,111111111111111,ABC LTD.,2024/189,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"7,140.00",MOVE,10411XXXXX00003,"Transportation
 INV#2024/189
 EBS TO AMDSTC JAFZA
 LIBERIA PROJECT",357,357,-
01 Invoice,111111111111111,ABC LTD.,191/24,9/30/2024,9/30/2024,9/1/2024,9/30/2024,420,BAHI,10412XXXXX00003,"Transportation
 INV# 191/24
 EBS TO AMDSTC JAFZA
 LIBERIA PROJECT",21,21,-
01 Invoice,111111111111111,ABC LTD.,INV-000569,8/5/2024,9/30/2024,9/1/2024,9/30/2024,"3,000.00",CHAR,10048XXXXX00003,"Professional /Consultancy Fees
 KSA VAT return review for the period April
 to June 2024",150,150,-
01 Invoice,111111111111111,ABC LTD.,INV-000628,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"1,500.00",CHAR,10048XXXXX00003,"Professional /Consultancy Fees
 VAT RETURN REVIEW FOR THE MONTH OF July 2024",75,75,-
01 Invoice,111111111111111,ABC LTD.,3178,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"5,400.00",FAHA,10036XXXXX00003,"Hire Charges - Car
 Rental charges for Operations Staff transportation
 from accomodation to office vice versa
 date: September 2024
 + additional trip on 22/09/2024 Sunday
 & 29/09/2024 Sunday",270,270,-
01 Invoice,111111111111111,ABC LTD.,2175958,9/27/2024,9/30/2024,9/1/2024,9/30/2024,750,DIRE,10035XXXXX00003,"Rebillable – (E)
 ArcelorMittal Georgia
 Signature verification for Georgia-Girish Chander
 MOFA Attest -signature verification
 Georgia attest Abu Dhabi-signature verification",37.5,37.5,-
01 Invoice,111111111111111,ABC LTD.,21755959,9/27/2024,9/30/2024,9/1/2024,9/30/2024,750.00,DIRE,10035XXXXX00003,"Rebillable – (E)
 ArcelorMittal Georgia
 Signature verification for Georgia-Hitesh Sahani 
 MOFA Attest -signature verification
 Georgia attest Abu Dhabi-signature verification",37.5,37.5,-
01 Invoice,111111111111111,ABC LTD.,2175957,9/27/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,"Visa Charges-(E)
 China visa- Pradeep Vasu,Paul Joshua Mathew,Jamseth Fayaaz",10,10,-
01 Invoice,111111111111111,ABC LTD.,2175948,9/26/2024,9/30/2024,9/1/2024,9/30/2024,200,DIRE,10035XXXXX00003,"Visa Charges-(E)
 China visa- Pradeep Vasu,Paul Joshua Mathew,Jamseth Fayaaz",10,10,-
01 Invoice,111111111111111,ABC LTD.,2175949,9/26/2024,9/30/2024,9/1/2024,9/30/2024,200.00,DIRE,10035XXXXX00003,"Visa Charges-(E)
 China visa- Pradeep Vasu,Paul Joshua Mathew,Jamseth Fayaaz",10,10,-
01 Invoice,111111111111111,ABC LTD.,33532,9/3/2024,9/30/2024,9/1/2024,9/30/2024,87,STAR,10021XXXXX00003,Stationary,4.35,4.35,-
01 Invoice,111111111111111,ABC LTD.,34768,9/13/2024,9/30/2024,9/1/2024,9/30/2024,"1,330.00",STAR,10021XXXXX00003,"Stationary
 A4 paper",66.5,66.5,-
01 Invoice,111111111111111,ABC LTD.,55267,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"2,142.40",IRON,10054XXXXX00003,"Storage Charges
 01/09/2024 to 30/09/2024",107.12,107.12,-
01 Invoice,111111111111111,ABC LTD.,240912779,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,320.00",SKY,10035XXXXX00003,"Courier Services
 September 2024",66,66,-
01 Invoice,111111111111111,ABC LTD.,METS/2684-24,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"37,060.00",MODE,10047XXXXX00003,"Temporary Staff Cost
 MULTI WELDERS
 BACK CHARGE TO KING CITY","1,853.00","1,853.00",-
01 Invoice,111111111111111,ABC LTD.,CI006555/1,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"2,970.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 HELPERS
 BACK CHARGE TO KING CITY",148.5,148.5,-
01 Invoice,111111111111111,ABC LTD.,CI006554,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"12,078.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 Welders
 September 2024
 Back Charge to King City",603.9,603.9,-
01 Invoice,111111111111111,ABC LTD.,1069,8/25/2024,9/30/2024,9/1/2024,9/30/2024,"42,966.00",KADR,10038XXXXX00003,"Pipe-Structure and Beam Structure-Primer and Top coat for external Surface (Zinc Anode 500-70 DFT) and Acrylic Polyurethane(Luxathane 5160)-70DFT(RAL 8000)
 4700QTY M2 Unit rate 62.00","2,148.30","2,148.30",-
01 Invoice,111111111111111,ABC LTD.,95622,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,750.00",DOUB,10023XXXXX00003,OXYGEN CYLINDER MANIFOLD,87.5,87.5,-
01 Invoice,111111111111111,ABC LTD.,95620,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"21,455.00",DOUB,10023XXXXX00003,ACETYLENE 210 CFT,"1,072.75","1,072.75",-
01 Invoice,111111111111111,ABC LTD.,JFN24-56578,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,160.00",MOHD,10006XXXXX00003,COMMERCIAL PLYWOOD 04.00X08.00X12.00 MM,58,58,-
01 Invoice,111111111111111,ABC LTD.,13-1329897,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"4,510.00",FINE,10031XXXXX00003,"WHITE WOOD 4"" X 4""",225.5,225.5,-
01 Invoice,111111111111111,ABC LTD.,375,9/16/2024,9/30/2024,9/1/2024,9/30/2024,"2,300.00",EASY,10413XXXXX00003,Repair & Maintenance of High Pressure Pump,115,115,-
01 Invoice,111111111111111,ABC LTD.,192172,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"7,300.00",MATH,10039XXXXX00003,"CEAT HCL SUPER LUG 
 1100 x 20
 16PR HT NYLON
 FORKLIFT 15 TON
 31149-DXB",365,365,-
01 Invoice,111111111111111,ABC LTD.,FZE/Q/1644,9/28/2024,9/30/2024,9/1/2024,9/30/2024,"3,300.00",HYDR,10021XXXXX00003,"FABRICATION AND SUPPLY OF MANIFOLD BLOCK AND SUPPLY OF REQUIRED LINE MOUNTED VALVES, HOSE AND FITTING FOR THE HYDRAULIC MOTOR",165,165,-
01 Invoice,111111111111111,ABC LTD.,13-1329945,9/28/2024,9/30/2024,9/1/2024,9/30/2024,"15,457.60",FINE,10031XXXXX00003,WELDING WHITE GLASS,772.88,772.88,-
01 Invoice,111111111111111,ABC LTD.,66127,9/26/2024,9/30/2024,9/1/2024,9/30/2024,"4,940.00",BALL,10027XXXXX00003,SEAL PUSH TYPE 32MM,247,247,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/623,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"3,450.00",AL M,10026XXXXX00003,SAFETY JACKET REFLECTIVE TYPE,172.5,172.5,-
01 Invoice,111111111111111,ABC LTD.,33732,9/21/2024,9/30/2024,9/1/2024,9/30/2024,150.00,RICH,10000XXXXX00003,"Business Cards
 Bala Iyer",7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,33773,9/23/2024,9/30/2024,9/1/2024,9/30/2024,150.00,RICH,10000XXXXX00003,"Business Cards
 Jamseth Fayaaz",7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,33773,9/23/2024,9/30/2024,9/1/2024,9/30/2024,150.00,RICH,10000XXXXX00003,"Business Cards
 Jamseth Fayaaz",7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,ADVX0002955,8/29/2024,9/30/2024,9/1/2024,9/30/2024,"7,000.00",MOHA,10005XXXXX00003,"AMC forklift
 15T Forklift
 Model No. DP-150SNL
 Serial # 8A430456",350,350,-
01 Invoice,111111111111111,ABC LTD.,NT/24-09-594,9/17/2024,9/30/2024,9/1/2024,9/30/2024,"17,731.00",BEST,10033XXXXX00003,"RT CREW CHARGE
 BACK CHARGE TO KING CITY",886.55,886.55,-
01 Invoice,111111111111111,ABC LTD.,NT/24-09-596,9/17/2024,9/30/2024,9/1/2024,9/30/2024,861.00,BEST,10033XXXXX00003,"RT CREW CHARGE
 BACK CHARGE TO KING CITY",43.05,43.05,-
01 Invoice,111111111111111,ABC LTD.,DSI-226237,9/16/2024,9/30/2024,9/1/2024,9/30/2024,"3,000.00",CENT,10039XXXXX00003,CTNG TIP 2-1-101 VICTOR,150,150,-
01 Invoice,111111111111111,ABC LTD.,24/12539,9/18/2024,9/30/2024,9/1/2024,9/30/2024,"5,190.00",INTE,10003XXXXX00003,"E7018-1H4R (Vacuum Packed) -3.2mm- length 450 mm, 2 kg pkt",259.5,259.50,-
01 Invoice,111111111111111,ABC LTD.,AIK/INV/2260,9/11/2024,9/30/2024,9/1/2024,9/30/2024,460.00,AL I,10020XXXXX00003,"Office Expenses
 Supply with installation of access door 60 x 60 for net cable pulling.",23,23.00,-
01 Invoice,111111111111111,ABC LTD.,AIK/INV/2259,9/11/2024,9/30/2024,9/1/2024,9/30/2024,"3,600.00",AL I,10020XXXXX00003,"AC maintenance
 Main Security Room:
 Relocation of Split AC with drainage fixing, copper piping, gas charging & commissioning.
 Damaged Gypsum removing & fixing new gypsum with channel & painting.
 Roof top leak rectification & repairing with chemicals & ceiling foam.",180,180.00,-
01 Invoice,111111111111111,ABC LTD.,33587,9/14/2024,9/30/2024,9/1/2024,9/30/2024,150.00,RICH,10000XXXXX00003,"Business Cards
 Pratham Rastogi",7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,33587,9/14/2024,9/30/2024,9/1/2024,9/30/2024,150.00,RICH,10000XXXXX00003,"Business Cards
 Pratham Rastogi",7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,METS/2657-24,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"27,240.00",MODE,10047XXXXX00003,"Temporary Staff Cost
 Multi Welder
 Back Charge to King City","1,362.00","1,362.00",-
01 Invoice,111111111111111,ABC LTD.,CAFU/INV-4926/2024,6/30/2024,9/30/2024,9/1/2024,9/30/2024,"13,909.20",CAFU,10054XXXXX00003,"Fuel- Heavy Vehicle/Forklift
 MONTH JULNE-2024
 DETAILS AS PER ATTACHED SHEETS",695.46,695.46,-
01 Invoice,111111111111111,ABC LTD.,INV_AME_202402803,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"3,989.20",ADEC,10029XXXXX00003,Salaries&Wages - August 2024,199.46,199.46,-
01 Invoice,111111111111111,ABC LTD.,INV_AME_202402803,9/2/2024,9/30/2024,9/1/2024,9/30/2024,399.00,ADEC,10029XXXXX00003,Salaries&Wages - August 2024,19.95,19.95,-
01 Invoice,111111111111111,ABC LTD.,INV_AME_202402803,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"22,348.40",ADEC,10029XXXXX00003,Salaries&Wages - August 2024,"1,117.42","1,117.42",-
01 Invoice,111111111111111,ABC LTD.,753,8/30/2024,9/30/2024,9/1/2024,9/30/2024,"17,992.80",AGIL,10061XXXXX00003,Recruitment Charges for Finance Controller Position - AMP,899.64,899.64,-
