Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,9728-PJIN-002876,5/20/2024,5/23/2024,5/1/2024,5/31/2024,"3,100.00",A G,10024XXXXX00003,"TEMPORARY STAFF
 Providing temporary Office Boy
 01/04/2024 TO 30/04/2024
 Ishwor Bishwakarma",155,155,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02239,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,100.00",ARAB,10058XXXXX00003,Transportation,155,155,-
01 Invoice,111111111111111,ABC LTD.,AMT 05-2307-2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,076.92",AL M,10037XXXXX00003,50MT CRANE- DAILY,153.85,153.85,-
01 Invoice,111111111111111,ABC LTD.,BR24-24454-C/R,5/8/2024,5/31/2024,5/1/2024,5/31/2024,"3,064.00",SUPR,10002XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),153.2,153.2,-
01 Invoice,111111111111111,ABC LTD.,22172,5/25/2024,5/30/2024,5/1/2024,5/31/2024,"3,062.64",ASIA,10000XXXXX00003,Consumables,153.11,153.11,-
01 Invoice,111111111111111,ABC LTD.,65996,5/5/2024,5/31/2024,5/1/2024,5/31/2024,"3,024.00",ALIF,10000XXXXX00003,LEATHER WORKING GLOVES YELLOW,151.2,151.2,-
01 Invoice,111111111111111,ABC LTD.,1163,5/30/2024,5/30/2024,5/1/2024,5/31/2024,"3,000.00",AMAN,10043XXXXX00003,"TEMPORARY STAFF
 Hired driver charge for Mr Zarmin Khan for the month of May 2024",150,150,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,000.00",AL S,10058XXXXX00003,TEMPORARY STAFF - DRIVER-MAY 2024,150,150,-
01 Invoice,111111111111111,ABC LTD.,SSD-0939-2024,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"3,000.00",SEVE,10045XXXXX00003,DIESEL,150,150,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"2,987.95",ASIA,10000XXXXX00003,Consumables,149.4,149.4,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,941.67",ASIA,10000XXXXX00003,Consumables,147.08,147.08,-
01 Invoice,111111111111111,ABC LTD.,CI006212/2,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,916.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 DISTRIBUTION",145.8,145.8,-
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24050431,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,902.50",HLB,10027XXXXX00003,"Payroll Processing Charges
 WC Dubai - 64.5 nos",145.12,145.12,-
01 Invoice,111111111111111,ABC LTD.,2024/097,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,880.00",MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from ASSENT DIC to AMDSTC -18 MTR TRAILER 
 INV# 2024/097
 LIBERIA SHIPMENT",144,144,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,825.00",ASIA,10000XXXXX00003,Consumables,141.24,141.24,-
01 Invoice,111111111111111,ABC LTD.,2024/097,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,800.00",MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from ASSENT DIC to AMDSTC -6 MTR OVER WIDTH MATERIAL
 INV# 2024/097
 LIBERIA SHIPMENT",140,140,-
01 Invoice,111111111111111,ABC LTD.,270467,5/17/2024,5/31/2024,5/1/2024,5/31/2024,"2,800.00",ZAKE,10007XXXXX00003,WELDING CABLE ORANGE 70 MM,140,140,-
01 Invoice,111111111111111,ABC LTD.,11613/24,5/2/2024,5/31/2024,5/1/2024,5/31/2024,"2,700.00",FAKH,10006XXXXX00003,ROUND BAR SS 40 MM,135,135,-
01 Invoice,111111111111111,ABC LTD.,13-1328594,5/10/2024,5/17/2024,5/1/2024,5/31/2024,"2,600.00",FINE,10031XXXXX00003,ESAB RETURN CLAMP 600AMP,130,130,-
01 Invoice,111111111111111,ABC LTD.,KGV/INV/2024/4876,5/4/2024,5/31/2024,5/1/2024,5/31/2024,"2,600.00",KAPI,10049XXXXX00003,KGV/INV/2024/4876,130,130,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,570.00",MOVE,10411XXXXX00003,"SEDE-ABU DHABI CITY-14M-RNTSO-000161
 AMSS-000720-22-05-2024-94246-DXB
 AMSS-000732-29-05-2024-20398-DXB",128.5,128.5,-
01 Invoice,111111111111111,ABC LTD.,240530032,5/21/2024,5/30/2024,5/1/2024,5/31/2024,"2,527.12",ASSE,10028XXXXX00003,LIGHT STEEL (0-30KG/M),126.37,126.37,-
01 Invoice,111111111111111,ABC LTD.,52349,5/15/2024,5/31/2024,5/1/2024,5/31/2024,"2,520.00",CLEA,10033XXXXX00003,"AC TUBE(CLEMCO),PART NO B470030",126,126,-
01 Invoice,111111111111111,ABC LTD.,AS24/0691,5/25/2024,5/31/2024,5/1/2024,5/31/2024,"2,512.66",AYSH,10054XXXXX00003,Stationary - MAY'24,125.63,125.63,-
01 Invoice,111111111111111,ABC LTD.,13-1328594,5/10/2024,5/17/2024,5/1/2024,5/31/2024,"2,500.00",FINE,10031XXXXX00003,ESAB WELDING HOLDER 600AMP,125,125,-
01 Invoice,111111111111111,ABC LTD.,INAE202405200049579,5/20/2024,5/28/2024,5/1/2024,5/31/2024,"2,500.04",TRUK,10059XXXXX00003,Transport Charges,125,125,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02229,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"2,500.00",ARAB,10058XXXXX00003,Transportation,125,125,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02183,5/18/2024,5/31/2024,5/1/2024,5/31/2024,"2,500.00",ARAB,10058XXXXX00003,Transportation,125,125,-
01 Invoice,111111111111111,ABC LTD.,INV1907315563,5/1/2024,5/25/2024,5/1/2024,5/31/2024,"2,475.00",Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR APRIL 2024 BOARDLINE WITH INTERNET 06-5264217,123.75,123.75,-
01 Invoice,111111111111111,ABC LTD.,87712,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,430.00",DOUB,10023XXXXX00003,ARGON MIX 40LTR,121.5,121.5,-
01 Invoice,111111111111111,ABC LTD.,12933166,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,423.85",OASI,10002XXXXX00003,"Office Cleaning&Maintenance
 5 GLN water - May 2024",121.2,121.2,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"2,401.82",ASIA,10000XXXXX00003,Consumables,120.09,120.09,-
01 Invoice,111111111111111,ABC LTD.,2401846,5/9/2024,5/31/2024,5/1/2024,5/31/2024,"2,400.00",AL B,10002XXXXX00003,LEG GUARD,120,120,-
01 Invoice,111111111111111,ABC LTD.,2931129,5/14/2024,5/31/2024,5/1/2024,5/31/2024,"2,392.00",CUMM,10048XXXXX00003,RADIATOR COOLANT,119.6,119.6,-
01 Invoice,111111111111111,ABC LTD.,9746,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,375.00",AHMA,10038XXXXX00003,"Yard Expenses-Water 5000 Gallons( for Sheet Piling and Trench boxes Washing)
 Month-May-2024
 Total -5 Trips",118.75,118.75,-
01 Invoice,111111111111111,ABC LTD.,2024/090,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,370.00",MOVE,10411XXXXX00003,"RETURN FROM CONTINENT GENERAL -12M
 ABU DHABI CITY TO AMDSTC
 25-05-2024-34362-DXB
 27-05-2024-70518-DXB",118.5,118.5,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,370.00",MOVE,10411XXXXX00003,"CRYSTAL PROJECTS-12-ABU DHABI CITY-RNTSO-000157
 AMSS-000701-10-05-2024-35178-DXB
 AMSS-000731-29-05-2024-34362-DXB",118.5,118.5,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,370.00",MOVE,10411XXXXX00003,"AL ZAKI-ABU DHABI CITY-12M-RNTSO-000170
 AMSS-000726-27-05-2024-34362-DXB
 AMSS-000735-31-05-2024-34362-DXB",118.5,118.5,-
01 Invoice,111111111111111,ABC LTD.,24/11038 24/11141,5/14/2024,5/28/2024,5/1/2024,5/31/2024,"2,300.00",INTE,10003XXXXX00003,HYPERTHERM 220936 FOR CNC MACHINE,115.01,115.01,-
01 Invoice,111111111111111,ABC LTD.,3001,5/10/2024,5/30/2024,5/1/2024,5/31/2024,"2,300.00",MUHA,10039XXXXX00003,Shovel Rental - Time Sheet no. 08431,115,115,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,277.06",ASIA,10000XXXXX00003,Consumables,113.85,113.85,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,261.34",ASIA,10000XXXXX00003,Consumables,113.08,113.08,-
01 Invoice,111111111111111,ABC LTD.,11756,5/13/2024,5/31/2024,5/1/2024,5/31/2024,"2,250.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,112.5,112.5,-
01 Invoice,111111111111111,ABC LTD.,2180-32-000004389,5/14/2024,5/14/2024,5/1/2024,5/31/2024,"2,250.00",ENSU,10024XXXXX00003,"Office Expenses
 FIBER CARD
 HPE Store Fabric SN1100Q 16Gb Dual Port Fibre Channel Host Bus Adapter",112.5,112.5,-
01 Invoice,111111111111111,ABC LTD.,24/11038 24/11141,5/14/2024,5/28/2024,5/1/2024,5/31/2024,"2,240.00",INTE,10003XXXXX00003,HYPERTHERM 420044-420045-220521- FOR CNC MACHINE,112,112,-
01 Invoice,111111111111111,ABC LTD.,TIL/INV-M0045-240316,5/13/2024,5/31/2024,5/1/2024,5/31/2024,"2,218.11",TRAN,10053XXXXX00003,Testing Charges,110.91,110.91,-
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/03064,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,217.60",STEI,10000XXXXX00003,"Stoage Charges
 Storage on CBM//M.Ton 2,217.60
 INV/SSF/2024/03064",110.88,110.88,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"2,210.85",ASIA,10000XXXXX00003,Consumables,110.54,110.54,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,191.05",ASIA,10000XXXXX00003,Consumables,109.55,109.55,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"2,178.71",ASIA,10000XXXXX00003,Consumables,108.93,108.93,-
01 Invoice,111111111111111,ABC LTD.,53287,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"2,142.40",IRON,10004XXXXX00003,"Stoage Charges
 01/05/2024 - 31/05/2024",107.12,107.12,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,124.32",ASIA,10000XXXXX00003,Consumables,106.21,106.21,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,103.98",ASIA,10000XXXXX00003,Consumables,105.18,105.18,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"2,100.67",ASIA,10000XXXXX00003,Consumables,105.03,105.03,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"2,079.11",ASIA,10000XXXXX00003,Consumables,103.97,103.97,-
01 Invoice,111111111111111,ABC LTD.,11245028393,5/8/2024,5/23/2024,5/1/2024,5/31/2024,"2,000.00",IMDA,10023XXXXX00003,"Sewage Tanker Service
 TSE WATER SupplyTreated Sewage Effluent Water Tanker Service Charge 5,000 GAL",100,100,-
01 Invoice,111111111111111,ABC LTD.,SSD-0876-2024,5/16/2024,5/31/2024,5/1/2024,5/31/2024,"2,000.00",SEVE,10045XXXXX00003,DIESEL,100,100,-
01 Invoice,111111111111111,ABC LTD.,24/11038 24/11141,5/14/2024,5/28/2024,5/1/2024,5/31/2024,"1,920.00",INTE,10003XXXXX00003,HYPERTHERM 220488-220937,96,96,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02226,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"1,900.00",ARAB,10058XXXXX00003,Transportation,95,95,-
01 Invoice,111111111111111,ABC LTD.,INV1907308453,5/1/2024,5/25/2024,5/1/2024,5/31/2024,"1,875.00",Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR APRIL 2024 INTERNET BUNDLES 550 MBPS 06-7675790,93.75,93.75,-
01 Invoice,111111111111111,ABC LTD.,240530045,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"1,855.27",ASSE,10028XXXXX00003,Raw Materials,92.77,92.77,-
01 Invoice,111111111111111,ABC LTD.,22172,5/25/2024,5/30/2024,5/1/2024,5/31/2024,"1,853.14",ASIA,10000XXXXX00003,Consumables,92.62,92.62,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,850.00",MOVE,10411XXXXX00003,"AL BANI -ABU DHABI MUSSAFA-12M-RNTSO-000171
 AMSS-000718-21-05-2024-34362-DXB
 AMSS-000736-31-05-2024-22489-DXB",92.5,92.5,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,850.00",AL F,10035XXXXX00003,"GULF STAR-12M-RNTSO-000138-ABU DHABI MUSSAFA
 AMSS-000711-81087-DXB-16-05-2024
 AMSS-000719-81087-DXB-21-05-2024",92.5,92.5,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,850.00",AL F,10035XXXXX00003,"AL BANI-12M-RNTSO-000171-ABU DHABI MUSSAFA
 AMSS-000721-22/05/2024-81087-DXB
 AMSS-000723-23/05/2024-81087-DXB",92.5,92.5,-
01 Invoice,111111111111111,ABC LTD.,RI 24008574,4/5/2024,5/31/2024,5/1/2024,5/31/2024,"1,846.15",BURE,10001XXXXX00003,Testing,92.31,92.31,-
01 Invoice,111111111111111,ABC LTD.,20000020604,28/05/2024,5/31/2024,5/1/2024,5/31/2024,"1,839.29",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF MAY'24-20000020604,91.96,91.96,-
01 Invoice,111111111111111,ABC LTD.,13-1328598,5/11/2024,5/17/2024,5/1/2024,5/31/2024,"1,800.00",FINE,10031XXXXX00003,BISON KIT,90,90,-
01 Invoice,111111111111111,ABC LTD.,RSC-DO-APR24-12,4/19/2024,5/31/2024,5/1/2024,5/31/2024,"1,710.00",RADI,10053XXXXX00003,OTHER SERVICES CHARGES,85.5,85.5,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,700.29",ASIA,10000XXXXX00003,Consumables,85.02,85.02,-
01 Invoice,111111111111111,ABC LTD.,240530048,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"1,682.08",ASSE,10028XXXXX00003,PLATES,84.1,84.1,-
01 Invoice,111111111111111,ABC LTD.,2024/096,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,680.00",MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from ASSENT DIC to AMDSTC 
 OFF CUTT MATERIAL 
 INV#2024/096
 LIBERIA SHIPMENT",84,84,-
01 Invoice,111111111111111,ABC LTD.,IN008062,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"1,600.00",AL B,10027XXXXX00003,FOAM SPRINKLER HEAD,80,80,-
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24050429,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,595.00",HLB,10027XXXXX00003,"Payroll Processing Charges for May 2024
 BC Dubai- 29 nos",79.75,79.75,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,560.00",MOVE,10411XXXXX00003,"AL JUNA-JUMERIYAH-RNTSO-000165-14M
 AMSS-000714-18-05-2024-26980-DXB
 AMSS-000715-20-05-2024-94246-DXB
 AMSS-000725-24-05-2024-94246-DXB",78,78,-
01 Invoice,111111111111111,ABC LTD.,11998,5/20/2024,5/31/2024,5/1/2024,5/31/2024,"1,550.00",FAKH,10006XXXXX00003,G.I. PIPE 2 '',77.5,77.5,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/296,5/16/2024,5/31/2024,5/1/2024,5/31/2024,"1,540.00",AL M,10026XXXXX00003,PU WHEEL 8'' WITH BRACKET,77,77,-
01 Invoice,111111111111111,ABC LTD.,ME240123,5/15/2024,5/31/2024,5/1/2024,5/31/2024,"1,540.00",PHOE,10035XXXXX00003,THINNER 50:55 MAKE XYLEN,77,77,-
01 Invoice,111111111111111,ABC LTD.,11803,5/17/2024,5/31/2024,5/1/2024,5/31/2024,"1,500.00",FAKH,10006XXXXX00003,CABLE TIE 200 MM,75,75,-
01 Invoice,111111111111111,ABC LTD.,2024/086,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"1,500.00",MOVE,10411XXXXX00003,TRANSPORTATION SHIFTING CHARGES (MILL TO ICP YARD) (12MTR),75,75,-
01 Invoice,111111111111111,ABC LTD.,3004,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"1,500.00",MUHA,10039XXXXX00003,Sand / Iron Ore Shifting & Backfilling - Pipe Mill to ICP. Time Sheet No. 08432,75,75,-
01 Invoice,111111111111111,ABC LTD.,52349,5/15/2024,5/31/2024,5/1/2024,5/31/2024,"1,500.00",CLEA,10033XXXXX00003,PAINTING SILVER GUN P NO-246240,75,75,-
01 Invoice,111111111111111,ABC LTD.,INV-000421,5/30/2024,5/31/2024,5/1/2024,5/31/2024,"1,500.00",CHAR,10048XXXXX00003,"Professional /Consultancy Fees
 VAT RETURN REVIEW FOR THE MONTH OF May 2024",75,75,-
01 Invoice,111111111111111,ABC LTD.,RIL/SI/24/05/217,6/5/2024,5/14/2024,5/1/2024,5/31/2024,"1,500.00",ROCK,10032XXXXX00003,RIL/SI/24/05/217 - REPAIR OF HARD PUNCH MACHINE,75,75,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"1,483.69",ASIA,10000XXXXX00003,Consumables,74.18,74.18,-
01 Invoice,111111111111111,ABC LTD.,2401846,5/9/2024,5/31/2024,5/1/2024,5/31/2024,"1,450.00",AL B,10002XXXXX00003,WELDING HAND GLOVES HD,72.5,72.5,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"1,446.97",ASIA,10000XXXXX00003,Consumables,72.35,72.35,-
01 Invoice,111111111111111,ABC LTD.,22061,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"1,436.00",ELCO,10000XXXXX00003,ADHESIVE TAPE ISO 2409,71.8,71.8,-
01 Invoice,111111111111111,ABC LTD.,2401846,5/9/2024,5/31/2024,5/1/2024,5/31/2024,"1,430.00",AL B,10002XXXXX00003,COTTON HAND GLOVES,71.5,71.5,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,"1,428.00",AL A,10042XXXXX00003,MS ROUND BAR DIA 90 MM,71.4,71.4,-
01 Invoice,111111111111111,ABC LTD.,11956,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"1,425.00",FAKH,10006XXXXX00003,NOSE MASK N95,71.25,71.25,-
01 Invoice,111111111111111,ABC LTD.,ADN1/24/04/9679,4/23/2024,5/23/2024,5/1/2024,5/31/2024,"1,420.67",AL A,10030XXXXX00003,"All Risk Insurance
 Policy No.P/101/1/2023/FN/AR/13427
 Policy Type:PROPERTY ALL RISK
 Endt.No.E/101/AR/01/2024/6020",71.03,71.03,-
01 Invoice,111111111111111,ABC LTD.,INV07991,4/24/2024,5/17/2024,5/1/2024,5/31/2024,"1,395.00",SPEE,10035XXXXX00003,Office Expenses,69.75,69.75,-
01 Invoice,111111111111111,ABC LTD.,AMT 05-2307-2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,384.60",AL M,10037XXXXX00003,100MT CRANE- DAILY,69.23,69.23,-
01 Invoice,111111111111111,ABC LTD.,11245027442,5/6/2024,5/23/2024,5/1/2024,5/31/2024,"1,380.00",IMDA,10023XXXXX00003,Skip Removal-Dubai Municipality Disposal Charges/Tipping Fees,69,69,-
01 Invoice,111111111111111,ABC LTD.,11998,5/20/2024,5/31/2024,5/1/2024,5/31/2024,"1,380.00",FAKH,10006XXXXX00003,WATER PUMP 7.5 HP,69,69,-
01 Invoice,111111111111111,ABC LTD.,11744,5/11/2024,5/31/2024,5/1/2024,5/31/2024,"1,375.00",FAKH,10006XXXXX00003,SAND DISC 5'',68.75,68.75,-
01 Invoice,111111111111111,ABC LTD.,DXB-67956,5/21/2024,5/23/2024,5/1/2024,5/31/2024,"1,360.00",JACK,10004XXXXX00003,"Office Cleaning&Maintenance
 Dallmayr Classico",68,68,-
01 Invoice,111111111111111,ABC LTD.,2024/00642,5/9/2024,5/31/2024,5/1/2024,5/31/2024,"1,350.00",DESE,10027XXXXX00003,GI SHEET 4 X 8 X 2.7 MM,67.5,67.5,-
01 Invoice,111111111111111,ABC LTD.,87712,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,350.00",DOUB,10023XXXXX00003,ARGON GAS 40 LTR,67.5,67.5,-
01 Invoice,111111111111111,ABC LTD.,3002,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"1,330.00",MUHA,10039XXXXX00003,"JCB Rental. Time Sheet No. 7318, 7328, 7312, 7320",66.5,66.5,-
01 Invoice,111111111111111,ABC LTD.,INV1908511739,5/1/2024,5/25/2024,5/1/2024,5/31/2024,"1,326.24",Emir,10002XXXXX00003,Telephone Expenses for APRIL 2024 OFFICE 04-8036666,66.33,66.33,-
01 Invoice,111111111111111,ABC LTD.,RSCIN-DEC23-06,5/18/2024,5/31/2024,5/1/2024,5/31/2024,"1,315.00",RADI,10053XXXXX00003,HSE Expenses,65.75,65.75,-
01 Invoice,111111111111111,ABC LTD.,24120,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,312.50",OMRA,10033XXXXX00003,"Hire Charges - Forklift/Crane/Others
 FORKLIFT 15 TON HIRE CHARGES 7.5 HOURS",65.63,65.63,-
01 Invoice,111111111111111,ABC LTD.,13-1328594,5/10/2024,5/17/2024,5/1/2024,5/31/2024,"1,300.00",FINE,10031XXXXX00003,GAS HOSE ¼” – 30M,65,65,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,276.63",ASIA,10000XXXXX00003,Consumables,63.83,63.83,-
01 Invoice,111111111111111,ABC LTD.,11718/24,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"1,275.00",FAKH,10006XXXXX00003,CONTACTOR LC1G-225 K,63.75,63.75,-
01 Invoice,111111111111111,ABC LTD.,24/10987,5/10/2024,5/30/2024,5/1/2024,5/31/2024,"1,260.00",INTE,10003XXXXX00003,WELDING ELECTRODE 7018- 3.2 MM,63,63,-
01 Invoice,111111111111111,ABC LTD.,87711,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,260.00",DOUB,10023XXXXX00003,ARGON MIX 40LTR,63,63,-
01 Invoice,111111111111111,ABC LTD.,SI244605,5/30/2024,5/30/2024,5/1/2024,5/31/2024,"1,260.00",BEAR,10034XXXXX00003,ROLLER BEARING 22211EKW33J,63,63,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0151,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0152,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0153,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0154,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0155,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,CTG-24-05-0150,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"1,250.00",CARD,10003XXXXX00003,50 TON CRANE HIRE CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,INV/573/2024,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"1,250.00",MERC,10407XXXXX00003,DOCUMENT CHARGES,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02183,5/18/2024,5/31/2024,5/1/2024,5/31/2024,"1,250.00",ARAB,10058XXXXX00003,Transportation,62.5,62.5,-
01 Invoice,111111111111111,ABC LTD.,66193,5/29/2024,5/29/2024,5/1/2024,5/31/2024,"1,240.00",ALIF,10000XXXXX00003,SAFETY SHOES,62,62,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,239.54",ASIA,10000XXXXX00003,Consumables,61.99,61.99,-
01 Invoice,111111111111111,ABC LTD.,24/11038 24/11141,5/14/2024,5/28/2024,5/1/2024,5/31/2024,"1,237.50",INTE,10003XXXXX00003,HYPERTHERM 220971 FOR CNC MACHINE,61.87,61.87,-
01 Invoice,111111111111111,ABC LTD.,24/11038 24/11141,5/14/2024,5/28/2024,5/1/2024,5/31/2024,"1,237.50",INTE,10003XXXXX00003,HYPERTHERM 220971 FOR CNC MACHINE,61.87,61.87,-
01 Invoice,111111111111111,ABC LTD.,BR24-24558-C/R,5/21/2024,5/31/2024,5/1/2024,5/31/2024,"1,224.00",SUPR,10002XXXXX00003,NATIONAL THINNER DRUM,61.2,61.2,-
01 Invoice,111111111111111,ABC LTD.,ME240153,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"1,209.50",PHOE,10035XXXXX00003,PIPE CLAD 930 R HS RED OXIDE PAINT RED FLOW LINER,60.48,60.48,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,185.00",AL F,10035XXXXX00003,"AL ZAKI ABU DHABI-12M RNTSO-000170
 AMSS-000730-29-05-2024-81087-DXB",59.25,59.25,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"1,156.84",ASIA,10000XXXXX00003,Consumables,57.84,57.84,-
