Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,1.11111E+14,ABC LTD.,RHTI-22032,5/28/2024,6/30/2024,6/1/2024,6/30/2024,270,ROYA,1.00387E+14,10038XXXXX00003,AIR HOSE BOTH END STRAIGHT 1 1/2''BSP X 2 MTRS,13.5,13.5,
01 Invoice,1.11111E+14,ABC LTD.,BDN300 /2407212,6/5/2024,6/30/2024,6/1/2024,6/30/2024,820,PROM,1.00351E+14,10035XXXXX00003,Vehicle Insurance- 92346- L0705071- third party policy,41,41,
01 Invoice,1.11111E+14,ABC LTD.,BDN300/2407215,6/5/2024,6/30/2024,6/1/2024,6/30/2024,820,PROM,1.00351E+14,10035XXXXX00003,Vehicle Insurance- 92347- L0705044-third party policy,41,41,
01 Invoice,1.11111E+14,ABC LTD.,"42,814,183,419,241,900,000,000,000,000,000,000,000,000,000",6/27/2024,6/30/2024,6/1/2024,6/30/2024,"871,245.00",AL B,1.00275E+14,10027XXXXX00003,"SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF FIRE ALARM, EMERGENCY LIGHT / EXIT AND FIRE FIGHTING SYSTEM
 PLOT NO. HE07 - AS PER DRAWINGS.","43,562.25","43,562.25",
01 Invoice,1.11111E+14,ABC LTD.,ABC/AM/012/2023,5/14/2024,6/30/2024,6/1/2024,6/30/2024,"153,225.80",AL S,1.00307E+14,10030XXXXX00003,CAPITAL -MACHINERY,"7,661.29","7,661.29",
01 Invoice,1.11111E+14,ABC LTD.,INV2405DXB0100169,5/7/2024,6/30/2024,6/1/2024,6/30/2024,"1,200.00",KEY,1.00007E+14,10000XXXXX00003,IT Expenses - Laptop LCD panel for -Ashish Mishra,60,60,
01 Invoice,1.11111E+14,ABC LTD.,GS0235069,6/4/2024,6/30/2024,6/1/2024,6/30/2024,150,HAMR,1.00395E+14,10039XXXXX00003,"OTHER SERVICES CHARGES- AC Overhauling Charges - Per Ac
 E01 - G17",7.5,7.5,
01 Invoice,1.11111E+14,ABC LTD.,2024/103,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"25,375.00",MOVE,1.04113E+14,10411XXXXX00003,TRANSPORT CHARGES,"1,268.75","1,268.75",
01 Invoice,1.11111E+14,ABC LTD.,18259,6/24/2024,6/30/2024,6/1/2024,6/30/2024,"4,500.00",LIBE,1.00219E+14,10021XXXXX00003,IT Expenses- HPLaser Jet M111w,225,225,
01 Invoice,1.11111E+14,ABC LTD.,R00544,6/12/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,DOCUMENT CHARGES,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,73,5/12/2024,6/30/2024,6/1/2024,6/30/2024,"23,850.00",SAAD,1.04031E+14,10403XXXXX00003,FOUNDATION WORK FOR UTM,"1,192.50","1,192.50",
01 Invoice,1.11111E+14,ABC LTD.,ARIN004616,6/26/2024,6/30/2024,6/1/2024,6/30/2024,"3,000.00",AL B,1.00275E+14,10027XXXXX00003,HSE Expenses,150,150,
01 Invoice,1.11111E+14,ABC LTD.,RSCIN-JUNE24-11,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"8,455.00",RADI,1.00538E+14,10053XXXXX00003,OTHER SERVICES CHARGES,422.75,422.75,
01 Invoice,1.11111E+14,ABC LTD.,18162,6/4/2024,6/30/2024,6/1/2024,6/30/2024,490,ATLA,1.00282E+14,10028XXXXX00003,RS ULTRA OIL MAKE ATLASCOPCO,24.5,24.5,
01 Invoice,1.11111E+14,ABC LTD.,7734,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"8,400.00",EXPR,1.0036E+14,10036XXXXX00003,Office Cleaning&Maintenance- June 2024,420,420,
01 Invoice,1.11111E+14,ABC LTD.,PINV-43010,6/10/2024,6/30/2024,6/1/2024,6/30/2024,"1,200.00",GULF,1.00004E+14,10000XXXXX00003,ROUND ANGLE 50X50X8 X OD 2615MM,60,60,
01 Invoice,1.11111E+14,ABC LTD.,5842,6/6/2024,6/30/2024,6/1/2024,6/30/2024,"11,392.00",WELD,1.0046E+14,10045XXXXX00003,CONTACTOR M-12161-24 LINCOLN,569.6,569.6,
01 Invoice,1.11111E+14,ABC LTD.,70730,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"32,550.00",PROF,1.00567E+14,10056XXXXX00003,TEMPORARY STAFF- Security Guards - 7nos - June 2024,"1,627.50","1,627.50",
01 Invoice,1.11111E+14,ABC LTD.,AS24/0850,6/26/2024,6/30/2024,6/1/2024,6/30/2024,"1,497.20",AYSH,1.00549E+14,10054XXXXX00003,Stationary- Office Item - June 2024,74.86,74.86,
01 Invoice,1.11111E+14,ABC LTD.,13283001,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"8,464.80",OASI,1.00025E+14,10002XXXXX00003,Office Cleaning&Maintenance-Water 5GLN - June '24,423.24,423.24,
01 Invoice,1.11111E+14,ABC LTD.,1533,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"23,800.00",AL I,1.00564E+14,10056XXXXX00003,Rental Charges- 22 seater from Ajman to Hamriyah- 2 round trips,"1,190.00","1,190.00",
01 Invoice,1.11111E+14,ABC LTD.,SI2024/03194,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"3,850.00",MRAI,1.00074E+14,10007XXXXX00003,Sewage Tanker Service- June 2024,192.5,192.5,
01 Invoice,1.11111E+14,ABC LTD.,MBM/24/347,6/10/2024,6/30/2024,6/1/2024,6/30/2024,795,AL M,1.00264E+14,10026XXXXX00003,BOLT CUTTER 14 INCH,39.75,39.75,
01 Invoice,1.11111E+14,ABC LTD.,MBM/24/348,6/10/2024,6/30/2024,6/1/2024,6/30/2024,650,AL M,1.00264E+14,10026XXXXX00003,RUBBER SHEET 90 X 150 CM,32.5,32.5,
01 Invoice,1.11111E+14,ABC LTD.,MBM/24/346,6/7/2024,6/30/2024,6/1/2024,6/30/2024,713.6,AL M,1.00264E+14,10026XXXXX00003,ALLEN BOLT 3/4'' X 3'',35.68,35.68,
01 Invoice,1.11111E+14,ABC LTD.,3875,6/6/2024,6/30/2024,6/1/2024,6/30/2024,96,PURE,1.00553E+14,10055XXXXX00003,OXYGEN 240 CU.FT,4.8,4.8,
01 Invoice,1.11111E+14,ABC LTD.,CRV-HFZ/24/453,6/7/2024,6/30/2024,6/1/2024,6/30/2024,"3,394.20",BIN,1.00281E+14,10028XXXXX00003,MS ANGLE 50 X50 X 8,169.71,169.71,
01 Invoice,1.11111E+14,ABC LTD.,CD8625013750,6/8/2024,6/30/2024,6/1/2024,6/30/2024,"344,000.00",JOTU,1.0005E+14,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"17,200.00","17,200.00",
01 Invoice,1.11111E+14,ABC LTD.,240480,6/4/2024,6/30/2024,6/1/2024,6/30/2024,"2,340.00",YAFE,1.006E+14,10059XXXXX00003,SEQUENTIAL TIMER STM-10 0.15,117,117,
01 Invoice,1.11111E+14,ABC LTD.,2461,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"8,167.00",PNEU,1.00452E+14,10045XXXXX00003,HYDRAULIC HOSE 8 S X 0.25 MTR BOTH SIDE ST,408.35,408.35,
01 Invoice,1.11111E+14,ABC LTD.,CD5524064251,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"7,600.00",JOTU,1.00017E+14,10001XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),380,380,
01 Invoice,1.11111E+14,ABC LTD.,24/11394,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"2,238.60",INTE,1.00034E+14,10003XXXXX00003,WELDING ELECTRODE 8018 2.5 MM,111.93,111.93,
01 Invoice,1.11111E+14,ABC LTD.,PSLX1704759,6/24/2024,6/30/2024,6/1/2024,6/30/2024,"12,243.80",MOHA,1.00058E+14,10005XXXXX00003,ENGINE OIL 208 L 15 W - 40,612.19,612.19,
01 Invoice,1.11111E+14,ABC LTD.,BR24-24911-C/R,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"4,604.00",SUPR,1.00029E+14,10002XXXXX00003,OXYGEN REGULATOR,230.2,230.2,
01 Invoice,1.11111E+14,ABC LTD.,3957,6/20/2024,6/30/2024,6/1/2024,6/30/2024,270,PURE,1.00553E+14,10055XXXXX00003,OXYGEN 240 CU.FT,13.5,13.5,
01 Invoice,1.11111E+14,ABC LTD.,3991,6/26/2024,6/30/2024,6/1/2024,6/30/2024,120,PURE,1.00553E+14,10055XXXXX00003,OXYGEN 240 CU.FT,6,6,
01 Invoice,1.11111E+14,ABC LTD.,3912,6/12/2024,6/30/2024,6/1/2024,6/30/2024,168,PURE,1.00553E+14,10055XXXXX00003,OXYGEN 240 CU.FT,8.4,8.4,
01 Invoice,1.11111E+14,ABC LTD.,3945,6/19/2024,6/30/2024,6/1/2024,6/30/2024,168,PURE,1.00553E+14,10055XXXXX00003,OXYGEN 240 CU.FT,8.4,8.4,
01 Invoice,1.11111E+14,ABC LTD.,BBG/7005288,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"11,380.00",BLAC,1.0026E+14,10026XXXXX00003,HIGH TEMPERATURE GREASE,569,569,
01 Invoice,1.11111E+14,ABC LTD.,2024/00935,6/25/2024,6/30/2024,6/1/2024,6/30/2024,"4,012.00",DESE,1.00279E+14,10027XXXXX00003,MS PLATE 8 X 4 2 MM THICK,200.6,200.6,
01 Invoice,1.11111E+14,ABC LTD.,800695687,6/14/2024,6/30/2024,6/1/2024,6/30/2024,"527,187.40",BORO,1.00229E+14,10022XXXXX00003,BORCOAT HE3450 HD POLYETHYLENE,"26,359.37","26,359.37",
01 Invoice,1.11111E+14,ABC LTD.,6160087240,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"263,593.60",BORO,1.00229E+14,10022XXXXX00003,BORCOAT HE3450 HD POLYETHYLENE,"13,179.68","13,179.68",
01 Invoice,1.11111E+14,ABC LTD.,6160086656,6/3/2024,6/30/2024,6/1/2024,6/30/2024,"395,390.54",BORO,1.00229E+14,10022XXXXX00003,BORCOAT HE3450 HD POLYETHYLENE,"19,769.54","19,769.54",
01 Invoice,1.11111E+14,ABC LTD.,R00520,6/7/2024,6/30/2024,6/1/2024,6/30/2024,108,PARA,1.00375E+14,10037XXXXX00003,"DOCUMENT CHARGES
 
 Grauer & Weil (India) Limited
 Free samples from India 
 No PO as per Lani",5.4,5.4,
01 Invoice,1.11111E+14,ABC LTD.,2024/101,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"1,450.00",MOVE,1.04113E+14,10411XXXXX00003,"Transportation
 MILL PO : PO50004174 / CONAIR
 JEA PORT TO HAFZA MILL",72.5,72.5,
01 Invoice,1.11111E+14,ABC LTD.,2024/100,6/20/2024,6/30/2024,6/1/2024,6/30/2024,725,MOVE,1.04113E+14,10411XXXXX00003,"Transportation
 MILL PO : PO50003885 / LINCLON 
 JEA PORT TO HAFZA MILL",36.25,36.25,
01 Invoice,1.11111E+14,ABC LTD.,ARIN004630,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"7,410.00",AL B,1.00275E+14,10027XXXXX00003,HSE Expenses,370.5,370.5,
01 Invoice,1.11111E+14,ABC LTD.,GSA-A007-240173,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"47,940.20",CLOU,1.00069E+14,10006XXXXX00003,OTHER SERVICES CHARGES,"2,397.01","2,397.01",
01 Invoice,1.11111E+14,ABC LTD.,IBX2414120,6/20/2024,6/30/2024,6/1/2024,6/30/2024,150,IBX,1.00578E+14,10057XXXXX00003,DOCUMENT CHARGES - IBX2414120,7.5,7.5,
01 Invoice,1.11111E+14,ABC LTD.,IBX2414121,6/20/2024,6/30/2024,6/1/2024,6/30/2024,150,IBX,1.00578E+14,10057XXXXX00003,DOCUMENT CHARGES,7.5,7.5,
01 Invoice,1.11111E+14,ABC LTD.,R00533,6/10/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,DOCUMENT CHARGES - R00533,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,R00513,6/6/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,DOCUMENT CHARGES R00513,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,R00497,6/4/2024,6/30/2024,6/1/2024,6/30/2024,75,PARA,1.00375E+14,10037XXXXX00003,DOCUMENT CHARGES - R00497,3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,R00508,6/5/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,DOCUMENT CHARGES - R00508,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,CD8624015304,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"53,650.00",JOTU,1.0005E+14,10005XXXXX00003,EPOXY J-PIPE AC-1003 50S GREEN,"2,682.50","2,682.50",
01 Invoice,1.11111E+14,ABC LTD.,R00600,6/26/2024,6/30/2024,6/1/2024,6/30/2024,142.8,PARA,1.00375E+14,10037XXXXX00003,Port Handling Expenses-(E),7.14,7.14,
01 Invoice,1.11111E+14,ABC LTD.,2024/120,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"1,450.00",MOVE,1.04113E+14,10411XXXXX00003,GATE PASS CHARGES - 2024/120,72.5,72.5,
01 Invoice,1.11111E+14,ABC LTD.,2024/112,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"2,900.00",MOVE,1.04113E+14,10411XXXXX00003,TRANSPORTATION CHARGES FROM CONARES JAFZA TO HAMRIYA - 2024/112,145,145,
01 Invoice,1.11111E+14,ABC LTD.,2024/105,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"2,175.00",MOVE,1.04113E+14,10411XXXXX00003,TRANSPORTATION CHARGES FROM HALIMA PIPE JAFZA TO HAMRIYA 2024/15,108.75,108.75,
01 Invoice,1.11111E+14,ABC LTD.,12091,6/6/2024,6/30/2024,6/1/2024,6/30/2024,750,FAKH,1.00069E+14,10006XXXXX00003,UMBRELLA WITH STAND,37.5,37.5,
01 Invoice,1.11111E+14,ABC LTD.,12030,6/1/2024,6/30/2024,6/1/2024,6/30/2024,357,FAKH,1.00069E+14,10006XXXXX00003,M-SEAL,17.85,17.85,
01 Invoice,1.11111E+14,ABC LTD.,2024/12150,6/10/2024,6/30/2024,6/1/2024,6/30/2024,796.6,FAKH,1.00069E+14,10006XXXXX00003,PAINT MARKER WHITE,39.83,39.83,
01 Invoice,1.11111E+14,ABC LTD.,12115,6/7/2024,6/30/2024,6/1/2024,6/30/2024,"3,000.00",FAKH,1.00069E+14,10006XXXXX00003,CABLE TIE 200 MM,150,150,
01 Invoice,1.11111E+14,ABC LTD.,12266,6/21/2024,6/30/2024,6/1/2024,6/30/2024,"3,450.00",FAKH,1.00069E+14,10006XXXXX00003,LEATHER APRON,172.5,172.5,
01 Invoice,1.11111E+14,ABC LTD.,MFTC#1076,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"93,459.00",MOHD,1.00066E+14,10006XXXXX00003,TEMPORARY STAFF- EOT OPERATOR- JUNE 2024,"4,672.95","4,672.95",
01 Invoice,1.11111E+14,ABC LTD.,3177,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"51,000.00",SEA,1.0036E+14,10035XXXXX00003,TEMPORARY STAFF-FITTERS JUNE'24,"2,550.00","2,550.00",
01 Invoice,1.11111E+14,ABC LTD.,STM/0137/2024,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"63,871.40",STAR,1.00222E+14,10022XXXXX00003,TEMPORARY STAFF- HELPER- JUNE 2024,"3,193.57","3,193.57",
01 Invoice,1.11111E+14,ABC LTD.,84/JUNE/AMDF/24,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"190,804.00",AL S,1.00589E+14,10058XXXXX00003,TEMPORARY STAFF - QC HELPER- JUNE 2024,"9,540.20","9,540.20",
01 Invoice,1.11111E+14,ABC LTD.,2024/12189,6/13/2024,6/30/2024,6/1/2024,6/30/2024,"1,625.00",FAKH,1.00069E+14,10006XXXXX00003,SAND DISC 5'',81.25,81.25,
01 Invoice,1.11111E+14,ABC LTD.,2024/12218,6/14/2024,6/30/2024,6/1/2024,6/30/2024,50,FAKH,1.00069E+14,10006XXXXX00003,ELBOW MS 6'',2.5,2.5,
01 Invoice,1.11111E+14,ABC LTD.,12307,6/25/2024,6/30/2024,6/1/2024,6/30/2024,"1,335.00",FAKH,1.00069E+14,10006XXXXX00003,SPRAY PAINT RED,66.75,66.75,
01 Invoice,1.11111E+14,ABC LTD.,2024/12265,6/21/2024,6/30/2024,6/1/2024,6/30/2024,"4,400.00",FAKH,1.00069E+14,10006XXXXX00003,NOSE MASK N95,220,220,
01 Invoice,1.11111E+14,ABC LTD.,2024/12279,6/22/2024,6/30/2024,6/1/2024,6/30/2024,225,FAKH,1.00069E+14,10006XXXXX00003,CHAIN BLOCK 1 TON 3 MTR,11.25,11.25,
01 Invoice,1.11111E+14,ABC LTD.,12335,6/27/2024,6/30/2024,6/1/2024,6/30/2024,"3,405.00",FAKH,1.00069E+14,10006XXXXX00003,ELECTRICAL HAND GLOVES,170.25,170.25,
01 Invoice,1.11111E+14,ABC LTD.,12323,6/26/2024,6/30/2024,6/1/2024,6/30/2024,"1,645.00",FAKH,1.00069E+14,10006XXXXX00003,EARTH ROD SPIKE,82.25,82.25,
01 Invoice,1.11111E+14,ABC LTD.,2024/12069,6/5/2024,6/30/2024,6/1/2024,6/30/2024,"2,564.00",FAKH,1.00069E+14,10006XXXXX00003,UMBRELLA WITH STAND,128.2,128.2,
01 Invoice,1.11111E+14,ABC LTD.,2024/12163,6/11/2024,6/30/2024,6/1/2024,6/30/2024,"4,975.00",FAKH,1.00069E+14,10006XXXXX00003,SAND DISC 5'',248.75,248.75,
01 Invoice,1.11111E+14,ABC LTD.,12246,6/20/2024,6/30/2024,6/1/2024,6/30/2024,75,FAKH,1.00069E+14,10006XXXXX00003,TRUN BUCKLE 20 MM EYE TYPE,3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,12366,6/29/2024,6/30/2024,6/1/2024,6/30/2024,783,FAKH,1.00069E+14,10006XXXXX00003,BLUE DOTTED GLOVES DOUBLE SIDE,39.15,39.15,
01 Invoice,1.11111E+14,ABC LTD.,12353,6/20/2024,6/30/2024,6/1/2024,6/30/2024,192,FAKH,1.00069E+14,10006XXXXX00003,MEASURING TAPE 3 MTR,9.6,9.6,
01 Invoice,1.11111E+14,ABC LTD.,R00597,6/25/2024,6/30/2024,6/1/2024,6/30/2024,142.8,PARA,1.00375E+14,10037XXXXX00003,Port Handling Expenses-(E),7.14,7.14,
01 Invoice,1.11111E+14,ABC LTD.,2418011176,5/22/2024,6/30/2024,6/1/2024,6/30/2024,"2,015.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- Advance payment for existing 1.1CBM bin
 Contract number :606566",100.75,100.75,
01 Invoice,1.11111E+14,ABC LTD.,2453,6/13/2024,6/30/2024,6/1/2024,6/30/2024,"6,527.80",PNEU,1.00452E+14,10045XXXXX00003,HYDRAULIC HOSE 12 S X 0.8 MTR BOTH SIDE ST,326.39,326.39,
01 Invoice,1.11111E+14,ABC LTD.,24/11371,6/14/2024,6/30/2024,6/1/2024,6/30/2024,"1,350.00",INTE,1.00034E+14,10003XXXXX00003,WELDING ELECTRODE CI 3.2 MM MAKE SUPERON,67.5,67.5,
01 Invoice,1.11111E+14,ABC LTD.,9979,6/14/2024,6/30/2024,6/1/2024,6/30/2024,"1,140.00",GOLD,1.00387E+14,10038XXXXX00003,TAPER ROLLER BEARING 32228,57,57,
01 Invoice,1.11111E+14,ABC LTD.,AHTD/2024/207,6/14/2024,6/30/2024,6/1/2024,6/30/2024,990,ACE,1.00035E+14,10003XXXXX00003,OTHER SERVICES CHARGES,49.5,49.5,
01 Invoice,1.11111E+14,ABC LTD.,mbm/24/356,6/13/2024,6/30/2024,6/1/2024,6/30/2024,"2,182.00",AL M,1.00264E+14,10026XXXXX00003,STENCIL CUTTING PAPER 7 X 24,109.1,109.1,
01 Invoice,1.11111E+14,ABC LTD.,8370822,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"31,299.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- 1.1 CBM (BA)
 9 - CBM C&I (BA) Min. Billing
 Dispo. Charges (Ton)
 Bin Rent ( Per Month) 
 
 18 CBM -Hazardous ( Welding Flux(BA), Polypropylene, Epoxy power)
 
 Bin Rent (Per Month) & Disposal Charges (Ton) - OCT '23","1,564.95","1,564.95",
01 Invoice,1.11111E+14,ABC LTD.,8375664,6/13/2024,6/30/2024,6/1/2024,6/30/2024,"2,230.20",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- 1.1 CBM (BA)
 9 - CBM C&I (BA) Min. Billing
 Dispo. Charges (Ton)
 Bin Rent ( Per Month) - DEC '23",111.51,111.51,
01 Invoice,1.11111E+14,ABC LTD.,8370823,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"21,001.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- 1.1 CBM (BA)
 9 - CBM C&I (BA) Min. Billing
 Dispo. Charges (Ton)
 Bin Rent ( Per Month) 
 
 18 CBM -Hazardous ( Welding Flux(BA), Polypropylene, Epoxy power)
 
 Bin Rent (Per Month) & Disposal Charges (Ton) - NOV '23","1,050.05","1,050.05",
01 Invoice,1.11111E+14,ABC LTD.,8391140,5/25/2024,6/30/2024,6/1/2024,6/30/2024,"22,088.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- 1.1 CBM (BA)
 9 - CBM C&I (BA) Min. Billing
 Dispo. Charges (Ton)
 Bin Rent ( Per Month) - MAR 24
 
 18 CBM -Hazardous ( Welding Flux(BA), Polypropylene, Epoxy power)
 
 Bin Rent (Per Month) & Disposal Charges (Ton)","1,104.40","1,104.40",
01 Invoice,1.11111E+14,ABC LTD.,8376423,5/31/2024,6/30/2024,6/1/2024,6/30/2024,"3,126.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges- 1.1 CBM Min. Billing
 9 - CBM C&I (BA) Min. Billing
 Dispo. Charges (Ton)
 Bin Rent ( Per Month) - JAN 24",156.3,156.3,
01 Invoice,1.11111E+14,ABC LTD.,8338861,6/19/2024,6/30/2024,6/1/2024,6/30/2024,500,BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges-18 CBM - Polythylene
 Bin rent per month - Apr '23",25,25,
01 Invoice,1.11111E+14,ABC LTD.,8338862,6/19/2024,6/30/2024,6/1/2024,6/30/2024,500,BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges-18 CBM HAZ- Expoxy powder
 
 Bin Rent Per Month. - Apr '23",25,25,
01 Invoice,1.11111E+14,ABC LTD.,8338863,6/19/2024,6/30/2024,6/1/2024,6/30/2024,"4,103.00",BEEA,1.00006E+14,10000XXXXX00003,"Disposal Charges-18 CBM C&I 
 Dispo. Charges & Bin Rent per month",205.15,205.15,
01 Invoice,1.11111E+14,ABC LTD.,2024/00906,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"9,960.00",DESE,1.00279E+14,10027XXXXX00003,GI SHEET 2400 X 1200 X 1.5 MM THIK,498,498,
01 Invoice,1.11111E+14,ABC LTD.,2024/00913,6/21/2024,6/30/2024,6/1/2024,6/30/2024,"9,160.00",DESE,1.00279E+14,10027XXXXX00003,MS PIPE SCH 40 4'',458,458,
01 Invoice,1.11111E+14,ABC LTD.,SPMDZ240600784,6/13/2024,6/30/2024,6/1/2024,6/30/2024,758.6,THE,1.0021E+14,10020XXXXX00003,OIL FILTER 2654407,37.93,37.93,
01 Invoice,1.11111E+14,ABC LTD.,50591,6/22/2024,6/30/2024,6/1/2024,6/30/2024,"1,112.00",AL Z,1.00385E+14,10038XXXXX00003,SEAL KIT 85 MM,55.6,55.6,
01 Invoice,1.11111E+14,ABC LTD.,HFD/CINV/24/320,6/20/2024,6/30/2024,6/1/2024,6/30/2024,"38,046.00",HFD,1.00372E+14,10037XXXXX00003,MILLING TOOL,"1,902.30","1,902.30",
01 Invoice,1.11111E+14,ABC LTD.,SI245474,6/27/2024,6/30/2024,6/1/2024,6/30/2024,430,BEAR,1.00348E+14,10034XXXXX00003,BEARING ADAPTER SLEEVE H311,21.5,21.5,
01 Invoice,1.11111E+14,ABC LTD.,50590,6/22/2024,6/30/2024,6/1/2024,6/30/2024,950,AL Z,1.00385E+14,10038XXXXX00003,OTHER SERVICES CHARGES,47.5,47.5,
01 Invoice,1.11111E+14,ABC LTD.,RHTI-22415,6/29/2024,6/30/2024,6/1/2024,6/30/2024,"2,220.00",ROYA,1.00387E+14,10038XXXXX00003,HEAVY DUTY HYDRAULIC PIPE CLAMP 20 MM,111,111,
01 Invoice,1.11111E+14,ABC LTD.,JAKTC-2024-0031,6/11/2024,6/30/2024,6/1/2024,6/30/2024,"8,500.00",JESS,1.00387E+14,10038XXXXX00003,"DISTIBUTION BOX SMDB 250 AMP 3 P WITH MCB , RCCB",425,425,
01 Invoice,1.11111E+14,ABC LTD.,AMT 06-2348-2024,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"86,654.00",AL M,1.00375E+14,10037XXXXX00003,100 MT CRANE- MONTHLY,"4,332.70","4,332.70",
01 Invoice,1.11111E+14,ABC LTD.,Pinv-42920,5/31/2024,6/30/2024,6/1/2024,6/30/2024,"42,500.00",GULF,1.00004E+14,10000XXXXX00003,CAPITAL -MACHINERY,"2,125.00","2,125.00",
01 Invoice,1.11111E+14,ABC LTD.,IN10787073,6/12/2024,6/30/2024,6/1/2024,6/30/2024,932.4,BERG,1.00039E+14,10003XXXXX00003,REDOXIDE EPOXY MASTIC PRIMER EPMASTIC 7200,46.62,46.62,
01 Invoice,1.11111E+14,ABC LTD.,18215/TG/06/24,6/19/2024,6/30/2024,6/1/2024,6/30/2024,965,TURG,1.00201E+14,10020XXXXX00003,OTHER SERVICES CHARGES,48.25,48.25,
01 Invoice,1.11111E+14,ABC LTD.,DEPDN/5/24/1000415,5/19/2024,6/30/2024,6/1/2024,6/30/2024,"6,778.20",NATI,1.00387E+14,10038XXXXX00003,Medical Insurance,338.91,338.91,
01 Invoice,1.11111E+14,ABC LTD.,R00492,6/3/2024,6/30/2024,6/1/2024,6/30/2024,75,PARA,1.00375E+14,10037XXXXX00003,Port Handling Expenses-(E),3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,ENS/24/069,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"12,500.00",ENS,1.00608E+14,10060XXXXX00003,PRELIMINARY HSE STUDY REPORT - PLOT NO. HE07,625,625,
01 Invoice,1.11111E+14,ABC LTD.,ENS/24/068,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"8,000.00",ENS,1.00608E+14,10060XXXXX00003,Environmental Impact Assessment (EIA) Study & Risk Assessment (RA) Study (40%),400,400,
01 Invoice,1.11111E+14,ABC LTD.,HCE-SI-24060428,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"4,865.00",H L,1.00272E+14,10027XXXXX00003,Payroll Processing Charges - June 2024,243.25,243.25,
01 Invoice,1.11111E+14,ABC LTD.,IBX2414092,6/25/2024,6/30/2024,6/1/2024,6/30/2024,"1,950.00",IBX,1.00578E+14,10057XXXXX00003,Port Handling Expenses-(E),97.5,97.5,
