Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,543,7/30/2024,7/30/2024,7/1/2024,7/31/2024,383.8,PNEU,10045XXXXX00003,HYDRAULIC HOSE 30 S X 1 MTR ONE SIDE 90* BEND ONE SIDE ST,19.19,19.19,
01 Invoice,111111111111111,ABC LTD.,180,7/31/2024,7/31/2024,7/1/2024,7/31/2024,320,BUKH,10039XXXXX00003,Yard Expenses- Water - 1000GLN,16,16,
01 Invoice,111111111111111,ABC LTD.,670,7/26/2024,7/26/2024,7/1/2024,7/31/2024,500,DELT,10024XXXXX00003,SILICON REPAIR ROLLER FOR PE,25,25,
01 Invoice,111111111111111,ABC LTD.,110299,7/13/2024,7/13/2024,7/1/2024,7/31/2024,442.8,TALA,10021XXXXX00003,WATER DISPENSER,22.14,22.14,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"50,190.00",AL S,10058XXXXX00003,TEMPORARY STAFF- SKILLED HELPER-JULY 24,"2,509.50","2,509.50",
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"11,858.00",AL S,10058XXXXX00003,TEMPORARY STAFF- FITTER- JULY 24,592.9,592.9,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"16,269.00",AL S,10058XXXXX00003,TEMPORARY STAFF- WELDER- JULY 24,813.45,813.45,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"6,237.00",AL S,10058XXXXX00003,TEMPORARY STAFF- BLASTER- JULY 24,311.85,311.85,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"3,344.00",AL S,10058XXXXX00003,TEMPORARY STAFF- FABRICATOR- JULY 24,167.2,167.2,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"52,997.80",AL S,10058XXXXX00003,TEMPORARY STAFF- RIGGER- JULY 24,"2,649.89","2,649.89",
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"11,297.00",AL S,10058XXXXX00003,TEMPORARY STAFF- GRINDER- JULY 24,564.85,564.85,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"3,696.00",AL S,10058XXXXX00003,TEMPORARY STAFF- LATHE OP- JULY 24,184.8,184.8,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"18,645.00",AL S,10058XXXXX00003,TEMPORARY STAFF- EOT OP- JULY 24,932.25,932.25,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"145,477.80",AL S,10058XXXXX00003,TEMPORARY STAFF- HELPER- July'24,"7,273.89","7,273.89",
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"4,500.00",AL S,10058XXXXX00003,TEMPORARY STAFF,225,225,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"3,000.00",AL S,10058XXXXX00003,TEMPORARY STAFF-DRIVER-JULY 24,150,150,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,601.2,AL S,10058XXXXX00003,TEMPORARY STAFF-DRIVER OT-JULY 24,30.06,30.06,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"4,500.00",AL S,10058XXXXX00003,TEMPORARY STAFF- FORKLIFT OP-JULY 24,225,225,
01 Invoice,111111111111111,ABC LTD.,111/JULY/AMDF/24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,778.8,AL S,10058XXXXX00003,TEMPORARY STAFF-FORKLIFT OP-JULY 24,38.94,38.94,
02 Credit Note,111111111111111,ABC LTD.,11106092,7/5/2024,7/5/2024,7/1/2024,7/31/2024,"-5,863.00",BEEA,10000XXXXX00003,Disposal Charges- Rate difference for Hazadous waste polythylene disposal -against INV 8355589,-293.15,-293.15,
02 Credit Note,111111111111111,ABC LTD.,11106093,7/5/2024,7/5/2024,7/1/2024,7/31/2024,"-5,775.00",BEEA,10000XXXXX00003,Disposal Charges- Rate difference for Hazadous waste polythylene disposal -against INV 8375665,-288.75,-288.75,
02 Credit Note,111111111111111,ABC LTD.,11106094,7/5/2024,7/5/2024,7/1/2024,7/31/2024,"-10,266.00",BEEA,10000XXXXX00003,Disposal Charges- Rate difference for Haz. waste disposal against INV- 8376424,-513.3,-513.3,
01 Invoice,111111111111111,ABC LTD.,11688,7/13/2024,7/13/2024,7/1/2024,7/31/2024,150,GOLD,10038XXXXX00003,V- BELT A-42,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,12413,7/2/2024,7/2/2024,7/1/2024,7/31/2024,"4,725.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,236.25,236.25,
01 Invoice,111111111111111,ABC LTD.,12445,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"2,000.00",FAKH,10006XXXXX00003,PENDASTAL FAN 24'',100,100,
01 Invoice,111111111111111,ABC LTD.,12445,7/4/2024,7/4/2024,7/1/2024,7/31/2024,260,FAKH,10006XXXXX00003,WALL MOUNTED FAN 18'',13,13,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,550,FAKH,10006XXXXX00003,GEAR N428030 AG-5,27.5,27.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,120,FAKH,10006XXXXX00003,PINION FOR GRINDING M/C AG 5,6,6,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,270,FAKH,10006XXXXX00003,AG-7 GEAR CASING,13.5,13.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,100,FAKH,10006XXXXX00003,WELDING MACHINE CONNECTOR 50-70,5,5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,100,FAKH,10006XXXXX00003,WELDING CABLE CONNECTOR 50-70,5,5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,30,FAKH,10006XXXXX00003,HEAT SHRINK TUBE 30 MM,1.5,1.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,40,FAKH,10006XXXXX00003,AQUARIUM PUMP P-500,2,2,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,250,FAKH,10006XXXXX00003,PVC FLEXIBLE CONDUIT PIPE 16 MM,12.5,12.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,630,FAKH,10006XXXXX00003,MPCB GV2 ME 10 4-6.3 A,31.5,31.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,24,FAKH,10006XXXXX00003,COPPER LUGS NIPPLE TYPE 95 SQMM,1.2,1.2,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,60,FAKH,10006XXXXX00003,COPPER LUGS NIPPLE TYPE 185 SQMM,3,3,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,600,FAKH,10006XXXXX00003,LED FLOOD LIGHT 50 WATT VT-4850(V-TECH),30,30,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,30,FAKH,10006XXXXX00003,PVC GLAND PG36,1.5,1.5,
01 Invoice,111111111111111,ABC LTD.,12446,7/4/2024,7/4/2024,7/1/2024,7/31/2024,3,FAKH,10006XXXXX00003,HEX NUT 6 MM KG,0.15,0.15,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,960,FAKH,10006XXXXX00003,SCHINDER CONTACTOR 9 AMP 220V(LC1D09-M7),48,48,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"1,470.00",FAKH,10006XXXXX00003,CONTACTOR LC1D-25 M7,73.5,73.5,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"1,575.00",FAKH,10006XXXXX00003,RUBBER CABLE 1.5 X 4 CORE,78.75,78.75,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"1,625.00",FAKH,10006XXXXX00003,RUBBER CABLE 2.5 SQM X 4 CORE,81.25,81.25,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"1,000.00",FAKH,10006XXXXX00003,CONTROL CABLE 1 SQM X 3 CORE,50,50,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"2,000.00",FAKH,10006XXXXX00003,COPPER FLEXIBLE CABLE 6 SQM X 4 CORE,100,100,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,"4,500.00",FAKH,10006XXXXX00003,RUBBER ELECTRICAL MAT 6MM,225,225,
01 Invoice,111111111111111,ABC LTD.,12451,7/4/2024,7/4/2024,7/1/2024,7/31/2024,900,FAKH,10006XXXXX00003,CABLE TIE 200 MM,45,45,
01 Invoice,111111111111111,ABC LTD.,12457,7/3/2024,7/3/2024,7/1/2024,7/31/2024,980,FAKH,10006XXXXX00003,"RCCB 63 AMP 4 POLE ,30 MA",49,49,
01 Invoice,111111111111111,ABC LTD.,12472,7/6/2024,7/6/2024,7/1/2024,7/31/2024,"5,520.00",FAKH,10006XXXXX00003,POLYTHENE SHEET 1000G (4KG),276,276,
01 Invoice,111111111111111,ABC LTD.,12479,7/6/2024,7/6/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,ALLEN BOLT 16 X 40,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,12496,7/3/2024,7/3/2024,7/1/2024,7/31/2024,705,FAKH,10006XXXXX00003,BLACK PAINT,35.25,35.25,
01 Invoice,111111111111111,ABC LTD.,12496,7/3/2024,7/3/2024,7/1/2024,7/31/2024,470,FAKH,10006XXXXX00003,BLUE PAINT DRUM,23.5,23.5,
01 Invoice,111111111111111,ABC LTD.,12496,7/3/2024,7/3/2024,7/1/2024,7/31/2024,130,FAKH,10006XXXXX00003,WHITE PAINT AUTO LACQUER,6.5,6.5,
01 Invoice,111111111111111,ABC LTD.,12496,7/3/2024,7/3/2024,7/1/2024,7/31/2024,130,FAKH,10006XXXXX00003,GREEN PAINT AUTO LACQUER,6.5,6.5,
01 Invoice,111111111111111,ABC LTD.,12496,7/3/2024,7/3/2024,7/1/2024,7/31/2024,130,FAKH,10006XXXXX00003,RED PAINT AUTO LACQUER,6.5,6.5,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,460,FAKH,10006XXXXX00003,GRINDING MACHINE AG-5 DEWAL,23,23,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,25,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 10 BAR 2 1/2'' X 1/4'' CONN,1.25,1.25,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,25,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 15BAR 2 1/2'' DIAL 1/4''CONN.,1.25,1.25,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,25,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 10 BAR 4'' DIAL 1/2'' CONN,1.25,1.25,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,360,FAKH,10006XXXXX00003,MAGNEHELIC GAUGE 0-250 mmWC DUST COLLECTOR,18,18,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,10,FAKH,10006XXXXX00003,1 SCRAPER,0.5,0.5,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,15,FAKH,10006XXXXX00003,2.5 SCRAPER,0.75,0.75,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,15,FAKH,10006XXXXX00003,3 SCRAPER,0.75,0.75,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,30,FAKH,10006XXXXX00003,HAMMER 300 GRM,1.5,1.5,
01 Invoice,111111111111111,ABC LTD.,12512,7/10/2024,7/10/2024,7/1/2024,7/31/2024,440,FAKH,10006XXXXX00003,MAP GAS EXPRESS TORCH-555,22,22,
01 Invoice,111111111111111,ABC LTD.,12524,7/11/2024,7/11/2024,7/1/2024,7/31/2024,600,FAKH,10006XXXXX00003,PAINT MARKER WHITE,30,30,
01 Invoice,111111111111111,ABC LTD.,12524,7/11/2024,7/11/2024,7/1/2024,7/31/2024,90,FAKH,10006XXXXX00003,SPRAY PAINT WHITE,4.5,4.5,
01 Invoice,111111111111111,ABC LTD.,12529,7/11/2024,7/11/2024,7/1/2024,7/31/2024,120,FAKH,10006XXXXX00003,GASKET SHEET 3MM,6,6,
01 Invoice,111111111111111,ABC LTD.,12529,7/11/2024,7/11/2024,7/1/2024,7/31/2024,75,FAKH,10006XXXXX00003,SPRAY PAINT GREEN,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,12541,7/12/2024,7/12/2024,7/1/2024,7/31/2024,"5,100.00",FAKH,10006XXXXX00003,PENDASTAL FAN 30'',255,255,
01 Invoice,111111111111111,ABC LTD.,12541,7/12/2024,7/12/2024,7/1/2024,7/31/2024,"7,000.00",FAKH,10006XXXXX00003,AIR COOLER WITH REMOTE 120 LTR,350,350,
01 Invoice,111111111111111,ABC LTD.,12562,7/15/2024,7/15/2024,7/1/2024,7/31/2024,100,FAKH,10006XXXXX00003,BATTERY TERMINAL,5,5,
01 Invoice,111111111111111,ABC LTD.,12562,7/15/2024,7/15/2024,7/1/2024,7/31/2024,300,FAKH,10006XXXXX00003,MINI SIREN,15,15,
01 Invoice,111111111111111,ABC LTD.,12584,7/18/2024,7/18/2024,7/1/2024,7/31/2024,"6,600.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM HD ROPE,330,330,
01 Invoice,111111111111111,ABC LTD.,12592,7/18/2024,7/18/2024,7/1/2024,7/31/2024,"2,250.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,112.5,112.5,
01 Invoice,111111111111111,ABC LTD.,12599,7/18/2024,7/18/2024,7/1/2024,7/31/2024,220,FAKH,10006XXXXX00003,AQUARIUM PUMP P-500,11,11,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,720,FAKH,10006XXXXX00003,WD 40,36,36,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,198,FAKH,10006XXXXX00003,MAP GAS EXPRESS PRO CART-555,9.9,9.9,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,256,FAKH,10006XXXXX00003,EAR PLUG,12.8,12.8,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,500,FAKH,10006XXXXX00003,PAINT CARTRIDGE 4'',25,25,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,M-SEAL,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,194.8,FAKH,10006XXXXX00003,COTTON WASTE,9.74,9.74,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,WELDING GLASS BLACK,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,36,FAKH,10006XXXXX00003,FEVI QUICK,1.8,1.8,
01 Invoice,111111111111111,ABC LTD.,12630,7/20/2024,7/20/2024,7/1/2024,7/31/2024,100,FAKH,10006XXXXX00003,TUBE RTV RED,5,5,
01 Invoice,111111111111111,ABC LTD.,12632,7/20/2024,7/20/2024,7/1/2024,7/31/2024,750,FAKH,10006XXXXX00003,SQUARE HEAD BOLT 16 X 80,37.5,37.5,
01 Invoice,111111111111111,ABC LTD.,12635,7/20/2024,7/20/2024,7/1/2024,7/31/2024,"1,600.00",FAKH,10006XXXXX00003,NYLON ROPE 20 MM,80,80,
01 Invoice,111111111111111,ABC LTD.,12635,7/20/2024,7/20/2024,7/1/2024,7/31/2024,697.6,FAKH,10006XXXXX00003,NYLON ROPE 16MM,34.88,34.88,
01 Invoice,111111111111111,ABC LTD.,12657,7/22/2024,7/22/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,LOAD BINDER RATCHET 5/16'' X 3/8'',7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,12674,7/23/2024,7/23/2024,7/1/2024,7/31/2024,630,FAKH,10006XXXXX00003,NYLON ROPE 14 MM,31.5,31.5,
01 Invoice,111111111111111,ABC LTD.,12675,7/23/2024,7/23/2024,7/1/2024,7/31/2024,"4,275.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,213.75,213.75,
01 Invoice,111111111111111,ABC LTD.,12675,7/23/2024,7/23/2024,7/1/2024,7/31/2024,45,FAKH,10006XXXXX00003,NYLON ROPE 16MM,2.25,2.25,
01 Invoice,111111111111111,ABC LTD.,12704,7/25/2024,7/25/2024,7/1/2024,7/31/2024,"1,400.00",FAKH,10006XXXXX00003,SAND DISC 5'',70,70,
01 Invoice,111111111111111,ABC LTD.,12704,7/25/2024,7/25/2024,7/1/2024,7/31/2024,"2,300.00",FAKH,10006XXXXX00003,HEX BOLT NUT AND WASHER M10 X 50 MM,115,115,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,"1,230.00",FAKH,10006XXXXX00003,VARNISH 18 LTR DRM,61.5,61.5,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,705,FAKH,10006XXXXX00003,RED PAINT DRUM,35.25,35.25,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,940,FAKH,10006XXXXX00003,BLACK PAINT,47,47,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,705,FAKH,10006XXXXX00003,NATIONAL OIL PAINT WHITE 800 DRUM,35.25,35.25,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,470,FAKH,10006XXXXX00003,NATIONAL OIL PAINT YELLOW 348 DRUM,23.5,23.5,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,470,FAKH,10006XXXXX00003,BLACK PAINT,23.5,23.5,
01 Invoice,111111111111111,ABC LTD.,12706,7/25/2024,7/25/2024,7/1/2024,7/31/2024,470,FAKH,10006XXXXX00003,BLUE PAINT DRUM,23.5,23.5,
01 Invoice,111111111111111,ABC LTD.,12708,7/25/2024,7/25/2024,7/1/2024,7/31/2024,192,FAKH,10006XXXXX00003,EAR PLUG,9.6,9.6,
01 Invoice,111111111111111,ABC LTD.,12708,7/25/2024,7/25/2024,7/1/2024,7/31/2024,90,FAKH,10006XXXXX00003,TIN CUTTER,4.5,4.5,
01 Invoice,111111111111111,ABC LTD.,12716,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"1,250.00",FAKH,10006XXXXX00003,CUTTING WHEEL 1 MM 5'',62.5,62.5,
01 Invoice,111111111111111,ABC LTD.,12716,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"1,350.00",FAKH,10006XXXXX00003,WIRE ROPE 12 MM FOR EOT,67.5,67.5,
01 Invoice,111111111111111,ABC LTD.,12716,7/26/2024,7/26/2024,7/1/2024,7/31/2024,480,FAKH,10006XXXXX00003,FORMULA- 6,24,24,
01 Invoice,111111111111111,ABC LTD.,12771,7/30/2024,7/30/2024,7/1/2024,7/31/2024,"8,257.60",FAKH,10006XXXXX00003,NYLON ROPE 16MM,412.88,412.88,
01 Invoice,111111111111111,ABC LTD.,12776,7/30/2024,7/30/2024,7/1/2024,7/31/2024,"1,600.00",FAKH,10006XXXXX00003,SAND DISC 5'',80,80,
01 Invoice,111111111111111,ABC LTD.,12776,7/30/2024,7/30/2024,7/1/2024,7/31/2024,350,FAKH,10006XXXXX00003,FIRE BLANKET,17.5,17.5,
01 Invoice,111111111111111,ABC LTD.,13614101,7/31/2024,7/31/2024,7/1/2024,7/31/2024,628.8,OASI,10002XXXXX00003,Office Cleaning&Maintenance- 330ML - JULY 2024,31.44,31.44,
01 Invoice,111111111111111,ABC LTD.,13614101,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"11,664.00",OASI,10002XXXXX00003,Office Cleaning&Maintenance - Water - 5GL - July 2024,583.2,583.2,
01 Invoice,111111111111111,ABC LTD.,14037,7/31/2024,7/31/2024,7/1/2024,7/31/2024,120,Al m,10032XXXXX00003,PRESS SENDER 12/24V 10 BAR,6,6,
01 Invoice,111111111111111,ABC LTD.,1611723,7/9/2024,7/9/2024,7/1/2024,7/31/2024,"4,500.00",AL S,10030XXXXX00003,OTHER SERVICES CHARGES,225,225,
01 Invoice,111111111111111,ABC LTD.,18818,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"2,150.40",FAST,10021XXXXX00003,DIGITAL PIPE END COVER WITH AM LOGO,107.52,107.52,
01 Invoice,111111111111111,ABC LTD.,18818,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"7,280.00",FAST,10021XXXXX00003,DIGITAL PIPE END COVER WITH AM LOGO,364,364,
01 Invoice,111111111111111,ABC LTD.,18818,7/26/2024,7/26/2024,7/1/2024,7/31/2024,274.4,FAST,10021XXXXX00003,DIGITAL PIPE END COVER WITH AM LOGO,13.72,13.72,
01 Invoice,111111111111111,ABC LTD.,2024/12448,7/4/2024,7/4/2024,7/1/2024,7/31/2024,152,FAKH,10006XXXXX00003,HEX BOLT NUT WASHER 30 X 150,7.6,7.6,
01 Invoice,111111111111111,ABC LTD.,2024/12461,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"1,680.00",FAKH,10006XXXXX00003,POLYTHENE SHEET 1000G (4KG),84,84,
01 Invoice,111111111111111,ABC LTD.,2024/12525,7/11/2024,7/11/2024,7/1/2024,7/31/2024,75,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 10 BAR 2 1/2'' X 1/4'' CONN,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,2024/12525,7/11/2024,7/11/2024,7/1/2024,7/31/2024,75,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 15BAR 2 1/2'' DIAL 1/4''CONN.,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,2024/12525,7/11/2024,7/11/2024,7/1/2024,7/31/2024,75,FAKH,10006XXXXX00003,HIGH PRESSURE GAUGE 10 BAR 4'' DIAL 1/2'' CONN,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,2024/126,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"2,900.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,145,145,
01 Invoice,111111111111111,ABC LTD.,2024/12600,7/18/2024,7/18/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,PNEUMATIC SOLENOID VALVE 1/4'' 5/2 WAY,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/127,7/8/2024,7/8/2024,7/1/2024,7/31/2024,725,MOVE,10411XXXXX00003,"Transportation
 PO50003834 // MAYFRAN INTL 
 COLLECTION FROM JEA PORT TO HAFZA",36.25,36.25,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,882,FAKH,10006XXXXX00003,MAP GAS EXPRESS PRO CART-555,44.1,44.1,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,150,FAKH,10006XXXXX00003,SAFETY SHOES,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,825,FAKH,10006XXXXX00003,WELDING HOLDER 600 AMP,41.25,41.25,
01 Invoice,111111111111111,ABC LTD.,2024/12705,7/25/2024,7/25/2024,7/1/2024,7/31/2024,800,FAKH,10006XXXXX00003,FOAM SHEET,40,40,
01 Invoice,111111111111111,ABC LTD.,2024/12728,7/26/2024,7/26/2024,7/1/2024,7/31/2024,90,FAKH,10006XXXXX00003,FOOT VALVE 2 1/2'',4.5,4.5,
01 Invoice,111111111111111,ABC LTD.,2024/128,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"2,900.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,145,145,
01 Invoice,111111111111111,ABC LTD.,2024/140,7/30/2024,7/30/2024,7/1/2024,7/31/2024,"6,525.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,326.25,326.25,
01 Invoice,111111111111111,ABC LTD.,20244939,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"7,401.00",RIGH,10052XXXXX00003,CARTRIDGE CPL IG07 P/NO-1016561,370.05,370.05,
01 Invoice,111111111111111,ABC LTD.,2175197,6/4/2024,6/4/2024,7/1/2024,7/31/2024,200,DIRE,10035XXXXX00003,Visa Charges (Employees)- Service Charges,10,10,
